"gene","SAM","P1_P2","P3","P4","P5","co_v","coleoptile"
"Zm00001eb053210",-0.697406306327973,-0.33503416100056,0.200831081247186,0.260483839749065,0.576149798564494,-0.19918506880544,0.194160816573229
"Zm00001eb006450",0.439319918889156,0.0204585076293994,-0.087258965298954,-0.0296338285245217,0.0614143836933689,-0.212047951888511,-0.192252064499939
"Zm00001eb031430",-0.105830697337644,0.216834219442679,-0.00573805877709785,-0.0487029734639397,0.0842530277668711,0.386785396258279,-0.527600913889147
"Zm00001eb004730",0.416947465970974,0.454861875727291,0.4941691271495,0.422610119647136,0.123401385832125,-0.827312759114515,-1.08467721521251
"Zm00001eb004420",-0.145838259305567,-0.00327745725347677,0.226556847667425,0.493731023831546,0.299960279006707,-0.0812723805377107,-0.789860053408926
"Zm00001eb054210",-0.164988826301895,-0.0490078597817116,-0.0614359426602786,0.167575689390489,0.295431297478835,0.215370799104652,-0.402945157230093
"Zm00001eb046580",0.269780726162191,0.293404660103048,0.122502110415988,0.314150491224171,0.427163867922794,-0.226167048035409,-1.20083480779278
"Zm00001eb057690",-0.0847941218277984,0.0551779988183985,-0.000550716626463047,0.198919720745981,0.343141650679046,-0.141301305653127,-0.37059322613604
"Zm00001eb050880",-0.93977228509581,0.105393037282903,-0.0454585583914032,-0.0764192882709347,0.0745974177527588,0.770346579184282,0.111313097538203
"Zm00001eb061910",-1.05933319489103,0.221545510906998,0.301765970375248,0.227200972458303,0.193369507687886,0.278297051577874,-0.162845818115282
"Zm00001eb019090",-0.02561924059064,0.1635087674358,0.188195967653251,0.113094385907507,-0.340314701801955,0.718999788819291,-0.817864967423254
"Zm00001eb025210",0.0427321745340819,-0.33074564973964,-0.271934005873185,-0.20203318975606,-0.178550663520481,0.76178944812304,0.178741886232244
