gene_id,recovered_level
Zm00001eb030510,2
Zm00001eb280500,2
Zm00001eb312850,2
Zm00001eb427790,2
Zm00001eb097990,2
Zm00001eb143060,2
Zm00001eb031670,2
Zm00001eb220000,2
Zm00001eb074810,2
Zm00001eb053870,2
Zm00001eb429450,2
Zm00001eb313820,2
Zm00001eb112080,2
Zm00001eb100750,2
Zm00001eb337450,2
Zm00001eb075520,2
Zm00001eb428800,2
Zm00001eb152940,2
Zm00001eb362740,2
Zm00001eb041290,2
Zm00001eb106790,2
Zm00001eb138730,2
Zm00001eb157860,2
Zm00001eb274800,2
Zm00001eb169410,2
Zm00001eb060670,2
Zm00001eb361390,2
Zm00001eb187880,2
Zm00001eb029300,2
Zm00001eb303220,2
Zm00001eb100610,2
Zm00001eb067270,2
Zm00001eb250620,2
Zm00001eb004190,2
Zm00001eb271970,2
Zm00001eb308280,2
Zm00001eb324300,2
Zm00001eb413890,2
Zm00001eb073790,2
Zm00001eb074730,2
Zm00001eb239380,2
Zm00001eb425230,2
Zm00001eb006890,2
Zm00001eb425660,2
Zm00001eb051910,2
Zm00001eb158680,2
Zm00001eb361790,2
Zm00001eb303810,2
Zm00001eb042240,2
Zm00001eb349730,2
Zm00001eb051330,2
Zm00001eb227100,2
Zm00001eb138370,3
Zm00001eb325750,3
Zm00001eb233350,3
Zm00001eb361210,3
Zm00001eb035370,3
Zm00001eb229950,3
Zm00001eb136060,3
Zm00001eb292900,3
Zm00001eb407810,3
Zm00001eb143690,3
Zm00001eb008680,3
Zm00001eb179440,3
Zm00001eb227180,3
Zm00001eb330690,3
Zm00001eb031310,3
Zm00001eb147970,3
Zm00001eb145150,3
Zm00001eb408860,3
Zm00001eb232120,3
Zm00001eb290900,3
Zm00001eb408640,3
Zm00001eb316800,3
Zm00001eb108930,3
Zm00001eb045630,3
Zm00001eb187040,3
Zm00001eb243910,3
Zm00001eb238060,3
Zm00001eb032000,3
Zm00001eb331630,3
Zm00001eb047760,3
Zm00001eb183700,3
Zm00001eb058850,3
Zm00001eb106720,3
Zm00001eb389900,3
Zm00001eb284410,3
Zm00001eb159750,3
Zm00001eb176740,3
Zm00001eb161000,3
Zm00001eb005740,3
Zm00001eb136750,3
Zm00001eb092810,3
Zm00001eb199880,3
Zm00001eb331880,3
Zm00001eb073900,3
Zm00001eb408800,3
Zm00001eb053460,3
Zm00001eb104350,3
Zm00001eb258240,3
Zm00001eb207760,3
Zm00001eb091300,3
Zm00001eb206760,3
Zm00001eb316740,3
Zm00001eb246280,3
Zm00001eb288890,3
Zm00001eb352570,3
Zm00001eb076420,3
Zm00001eb128000,3
Zm00001eb428890,3
Zm00001eb060810,3
Zm00001eb215910,3
Zm00001eb042020,3
Zm00001eb259870,3
Zm00001eb314500,3
Zm00001eb067160,3
Zm00001eb172100,3
Zm00001eb146420,3
Zm00001eb340790,3
Zm00001eb100770,3
Zm00001eb355240,3
Zm00001eb126430,3
Zm00001eb275820,3
Zm00001eb278470,3
Zm00001eb403880,3
Zm00001eb356490,3
Zm00001eb416530,3
Zm00001eb292830,3
Zm00001eb333750,3
Zm00001eb402950,3
Zm00001eb234690,3
Zm00001eb118760,3
Zm00001eb369560,3
Zm00001eb075080,3
Zm00001eb301520,3
Zm00001eb389540,3
Zm00001eb420370,3
Zm00001eb049650,3
Zm00001eb037670,3
Zm00001eb135750,3
Zm00001eb203940,3
Zm00001eb089380,3
Zm00001eb197620,3
Zm00001eb118970,4
Zm00001eb429330,4
Zm00001eb051370,4
Zm00001eb123510,4
Zm00001eb369280,4
Zm00001eb134600,4
Zm00001eb380460,4
Zm00001eb181960,4
Zm00001eb289860,4
Zm00001eb373390,4
Zm00001eb092480,4
Zm00001eb352240,4
Zm00001eb229050,4
Zm00001eb291470,4
Zm00001eb008010,4
Zm00001eb400130,4
Zm00001eb399440,4
Zm00001eb179960,4
Zm00001eb041450,4
Zm00001eb312160,4
Zm00001eb274340,4
Zm00001eb019930,4
Zm00001eb430240,4
Zm00001eb042980,4
Zm00001eb145660,4
Zm00001eb043940,4
Zm00001eb186770,4
Zm00001eb062460,4
Zm00001eb110960,4
Zm00001eb237460,4
Zm00001eb316260,4
Zm00001eb032060,4
Zm00001eb033590,4
Zm00001eb102090,4
Zm00001eb199140,4
Zm00001eb405850,4
Zm00001eb399930,4
Zm00001eb361750,4
Zm00001eb433020,4
Zm00001eb404260,4
Zm00001eb252640,4
Zm00001eb024680,4
Zm00001eb320870,4
Zm00001eb082150,4
Zm00001eb250190,4
Zm00001eb360340,4
Zm00001eb209480,4
Zm00001eb284250,4
Zm00001eb006360,4
Zm00001eb312620,4
Zm00001eb143110,4
Zm00001eb101920,4
Zm00001eb416980,4
Zm00001eb309370,4
Zm00001eb232050,4
Zm00001eb275690,4
Zm00001eb403770,4
Zm00001eb332590,4
Zm00001eb036170,4
Zm00001eb057410,4
Zm00001eb301280,4
Zm00001eb385620,4
Zm00001eb071190,4
Zm00001eb079510,4
Zm00001eb215870,4
Zm00001eb349860,4
Zm00001eb429870,4
Zm00001eb432090,4
Zm00001eb033910,4
Zm00001eb021750,4
Zm00001eb376730,4
Zm00001eb370850,4
Zm00001eb416370,4
Zm00001eb107920,4
Zm00001eb363140,4
Zm00001eb248560,4
Zm00001eb388050,4
Zm00001eb320200,4
Zm00001eb330680,4
Zm00001eb085420,4
Zm00001eb128930,4
Zm00001eb244400,4
Zm00001eb420440,5
Zm00001eb250280,5
Zm00001eb001670,5
Zm00001eb253150,5
Zm00001eb335690,5
Zm00001eb427380,5
Zm00001eb189840,5
Zm00001eb321680,5
Zm00001eb214850,5
Zm00001eb311180,5
Zm00001eb372960,5
Zm00001eb152350,5
Zm00001eb133000,5
Zm00001eb371020,5
Zm00001eb153100,5
Zm00001eb151240,5
Zm00001eb193790,5
Zm00001eb001460,5
Zm00001eb363810,5
Zm00001eb041850,5
Zm00001eb198700,5
Zm00001eb370810,5
Zm00001eb066770,5
Zm00001eb171720,5
Zm00001eb058480,5
Zm00001eb122470,5
Zm00001eb185110,5
Zm00001eb036990,5
Zm00001eb373670,5
Zm00001eb199940,5
Zm00001eb256730,5
Zm00001eb249730,5
Zm00001eb255670,5
Zm00001eb000690,5
Zm00001eb059460,5
Zm00001eb378820,5
Zm00001eb188950,5
Zm00001eb216060,5
Zm00001eb095290,5
Zm00001eb331250,5
Zm00001eb208830,5
Zm00001eb284910,5
Zm00001eb353470,5
Zm00001eb113220,5
Zm00001eb286490,5
Zm00001eb124790,5
Zm00001eb135400,5
Zm00001eb288060,5
Zm00001eb055990,5
Zm00001eb246440,5
Zm00001eb145040,5
Zm00001eb300940,5
Zm00001eb095690,5
Zm00001eb352580,5
Zm00001eb227830,5
Zm00001eb255490,5
Zm00001eb245040,5
Zm00001eb249290,5
Zm00001eb127850,5
Zm00001eb382780,5
Zm00001eb051900,5
Zm00001eb369190,5
Zm00001eb073130,6
Zm00001eb194220,6
Zm00001eb381600,6
Zm00001eb035030,6
Zm00001eb095110,6
Zm00001eb368850,6
Zm00001eb237820,6
Zm00001eb221620,6
Zm00001eb219490,6
Zm00001eb130510,6
Zm00001eb291730,6
Zm00001eb303620,6
Zm00001eb419910,6
Zm00001eb074930,6
Zm00001eb148820,6
Zm00001eb169130,6
Zm00001eb170530,6
Zm00001eb242030,6
Zm00001eb243450,6
Zm00001eb287060,6
Zm00001eb324660,6
Zm00001eb120750,6
Zm00001eb126140,6
Zm00001eb171080,6
Zm00001eb088080,6
Zm00001eb332860,6
Zm00001eb329910,6
Zm00001eb071990,6
Zm00001eb113710,6
Zm00001eb315910,6
Zm00001eb429720,6
Zm00001eb214840,6
Zm00001eb327230,6
Zm00001eb299300,6
Zm00001eb142540,6
Zm00001eb228620,6
Zm00001eb359990,6
Zm00001eb264080,6
Zm00001eb251390,6
Zm00001eb255160,6
Zm00001eb005690,6
Zm00001eb315330,6
Zm00001eb405630,6
Zm00001eb315610,6
Zm00001eb032780,6
Zm00001eb248590,6
Zm00001eb138920,7
Zm00001eb366690,7
Zm00001eb052150,7
Zm00001eb340140,7
Zm00001eb370960,7
Zm00001eb403750,7
Zm00001eb278670,7
Zm00001eb317060,7
Zm00001eb367660,7
Zm00001eb183200,7
Zm00001eb337810,7
Zm00001eb264930,7
Zm00001eb038320,7
Zm00001eb119340,7
Zm00001eb019090,7
Zm00001eb316310,7
Zm00001eb101040,7
Zm00001eb170540,7
Zm00001eb428400,7
Zm00001eb424290,7
Zm00001eb252180,7
Zm00001eb228320,7
Zm00001eb246010,7
Zm00001eb289320,7
Zm00001eb002310,7
Zm00001eb117830,7
Zm00001eb215190,7
Zm00001eb050220,7
Zm00001eb175840,7
Zm00001eb056760,7
Zm00001eb194770,7
Zm00001eb292380,7
Zm00001eb199970,7
Zm00001eb101130,7
Zm00001eb118950,7
Zm00001eb202260,7
Zm00001eb250240,7
Zm00001eb365080,7
Zm00001eb184870,7
Zm00001eb089580,7
Zm00001eb353990,7
Zm00001eb188380,7
Zm00001eb201290,7
Zm00001eb225570,7
Zm00001eb402220,7
Zm00001eb391190,7
Zm00001eb058610,7
Zm00001eb101980,7
Zm00001eb055830,7
Zm00001eb118010,7
Zm00001eb143430,7
Zm00001eb078590,7
Zm00001eb121380,7
Zm00001eb187720,7
Zm00001eb092230,7
Zm00001eb432450,7
Zm00001eb403060,7
Zm00001eb042400,7
Zm00001eb408520,7
Zm00001eb050660,8
Zm00001eb239680,8
Zm00001eb128760,8
Zm00001eb219100,8
Zm00001eb182260,8
Zm00001eb038070,8
Zm00001eb099550,8
Zm00001eb123570,8
Zm00001eb042490,8
Zm00001eb098960,8
Zm00001eb139970,8
Zm00001eb099960,8
Zm00001eb218610,8
Zm00001eb190840,8
Zm00001eb111570,8
Zm00001eb101410,8
Zm00001eb218880,8
Zm00001eb104750,8
Zm00001eb369730,8
Zm00001eb113950,8
Zm00001eb180800,8
Zm00001eb207650,8
Zm00001eb378270,8
Zm00001eb108090,8
Zm00001eb333470,8
Zm00001eb288420,8
Zm00001eb349010,8
Zm00001eb417000,8
Zm00001eb100410,8
Zm00001eb356650,8
Zm00001eb428940,8
Zm00001eb415730,8
Zm00001eb032370,8
Zm00001eb178500,8
Zm00001eb312600,8
Zm00001eb023160,8
Zm00001eb053830,8
Zm00001eb403500,8
Zm00001eb248780,8
Zm00001eb392530,8
Zm00001eb374830,8
Zm00001eb139480,8
Zm00001eb035640,8
Zm00001eb102580,8
Zm00001eb295800,8
Zm00001eb101190,8
Zm00001eb330830,8
Zm00001eb407120,8
Zm00001eb216910,8
Zm00001eb364730,8
Zm00001eb051120,8
Zm00001eb103730,8
Zm00001eb411700,8
Zm00001eb431760,8
Zm00001eb195850,8
Zm00001eb332400,8
Zm00001eb031210,8
Zm00001eb307550,8
Zm00001eb045640,8
Zm00001eb032670,8
Zm00001eb270270,8
Zm00001eb078490,8
Zm00001eb006180,8
Zm00001eb423100,8
Zm00001eb204110,8
Zm00001eb248800,8
Zm00001eb107280,8
Zm00001eb292980,8
Zm00001eb298580,8
Zm00001eb358700,8
Zm00001eb321620,8
Zm00001eb185560,8
Zm00001eb147710,8
Zm00001eb250540,8
Zm00001eb198030,8
Zm00001eb280600,8
Zm00001eb000880,8
Zm00001eb075250,8
Zm00001eb103330,8
Zm00001eb220250,8
Zm00001eb315850,8
Zm00001eb006160,8
Zm00001eb048440,8
Zm00001eb326210,8
Zm00001eb123060,8
Zm00001eb015120,8
Zm00001eb349060,8
Zm00001eb025650,8
Zm00001eb398670,8
Zm00001eb370010,8
Zm00001eb025220,8
Zm00001eb172020,8
Zm00001eb136360,8
Zm00001eb295810,8
Zm00001eb412510,8
Zm00001eb207450,8
Zm00001eb315870,8
Zm00001eb102440,8
Zm00001eb395380,8
Zm00001eb143990,8
Zm00001eb179290,8
Zm00001eb157450,8
Zm00001eb316660,8
Zm00001eb035050,9
Zm00001eb427600,9
Zm00001eb189510,9
Zm00001eb031300,9
Zm00001eb127840,9
Zm00001eb335900,9
Zm00001eb379300,9
Zm00001eb427470,9
Zm00001eb271500,9
Zm00001eb131420,9
Zm00001eb197370,9
Zm00001eb249440,9
Zm00001eb249450,9
Zm00001eb159390,9
Zm00001eb080700,9
Zm00001eb163680,9
Zm00001eb354920,9
Zm00001eb098330,9
Zm00001eb336500,9
Zm00001eb391130,9
Zm00001eb254990,9
Zm00001eb375580,9
Zm00001eb015570,9
Zm00001eb413920,9
Zm00001eb012440,9
Zm00001eb035740,9
Zm00001eb258400,9
Zm00001eb212930,9
Zm00001eb279120,9
Zm00001eb286420,9
Zm00001eb152810,9
Zm00001eb385610,9
Zm00001eb186480,9
Zm00001eb349120,9
Zm00001eb191020,9
Zm00001eb157950,9
Zm00001eb256070,9
Zm00001eb365420,9
Zm00001eb385190,9
Zm00001eb287710,9
Zm00001eb360750,9
Zm00001eb372490,9
Zm00001eb186200,9
Zm00001eb223300,9
Zm00001eb124630,9
Zm00001eb379950,9
Zm00001eb002660,9
Zm00001eb101280,9
Zm00001eb061300,9
Zm00001eb337410,9
Zm00001eb370720,9
Zm00001eb010050,9
Zm00001eb234620,9
Zm00001eb357780,9
Zm00001eb104260,9
Zm00001eb270470,9
Zm00001eb023330,9
Zm00001eb372660,9
Zm00001eb015440,9
Zm00001eb248270,9
Zm00001eb319390,9
Zm00001eb202140,9
Zm00001eb145340,9
Zm00001eb248900,9
Zm00001eb069140,9
Zm00001eb254600,9
Zm00001eb129490,9
Zm00001eb216410,9
Zm00001eb391280,9
Zm00001eb028160,9
Zm00001eb058460,9
Zm00001eb252100,9
Zm00001eb258290,9
Zm00001eb215740,9
Zm00001eb122500,9
Zm00001eb313350,9
Zm00001eb359500,9
Zm00001eb235510,9
Zm00001eb178450,9
Zm00001eb080690,9
Zm00001eb279580,9
Zm00001eb101360,9
Zm00001eb048370,9
Zm00001eb157080,9
Zm00001eb413930,9
Zm00001eb009550,9
Zm00001eb315750,9
Zm00001eb160120,9
Zm00001eb294180,9
Zm00001eb354510,9
Zm00001eb101880,9
Zm00001eb142960,9
Zm00001eb432460,9
Zm00001eb061430,9
Zm00001eb209880,9
Zm00001eb062640,9
Zm00001eb373970,9
Zm00001eb106630,9
Zm00001eb211700,9
Zm00001eb349900,9
Zm00001eb431080,9
Zm00001eb108460,9
Zm00001eb135200,9
Zm00001eb224800,9
Zm00001eb417620,9
Zm00001eb179000,9
Zm00001eb217440,9
Zm00001eb128310,9
Zm00001eb353030,9
Zm00001eb240100,9
Zm00001eb368970,9
Zm00001eb142500,9
Zm00001eb251200,9
Zm00001eb432140,9
Zm00001eb252160,9
Zm00001eb055540,9
Zm00001eb067800,9
Zm00001eb394180,9
Zm00001eb022070,9
Zm00001eb289080,9
Zm00001eb105640,9
Zm00001eb195650,9
Zm00001eb320600,9
Zm00001eb393690,9
Zm00001eb015750,9
Zm00001eb415520,9
Zm00001eb198470,9
Zm00001eb208910,9
Zm00001eb265630,9
Zm00001eb141310,9
Zm00001eb185290,9
Zm00001eb041610,9
Zm00001eb316580,9
Zm00001eb280090,9
Zm00001eb309360,9
Zm00001eb319460,9
Zm00001eb234170,9
Zm00001eb188410,9
Zm00001eb323880,9
Zm00001eb086280,9
Zm00001eb256420,9
Zm00001eb056780,9
Zm00001eb093560,9
Zm00001eb064730,9
Zm00001eb056620,9
Zm00001eb200840,9
Zm00001eb011370,9
Zm00001eb218120,9
Zm00001eb234120,9
Zm00001eb255860,9
Zm00001eb317460,9
Zm00001eb368640,9
Zm00001eb074320,9
Zm00001eb392440,9
Zm00001eb275130,10
Zm00001eb281570,10
Zm00001eb010770,10
Zm00001eb041070,10
Zm00001eb430640,10
Zm00001eb257650,10
Zm00001eb117560,10
Zm00001eb248680,10
Zm00001eb010190,10
Zm00001eb093670,10
Zm00001eb101630,10
Zm00001eb175150,10
Zm00001eb328900,10
Zm00001eb430800,10
Zm00001eb395640,10
Zm00001eb193330,10
Zm00001eb395300,10
Zm00001eb399390,10
Zm00001eb255520,10
Zm00001eb099470,10
Zm00001eb361200,10
Zm00001eb040700,10
Zm00001eb150360,10
Zm00001eb206080,10
Zm00001eb427970,10
Zm00001eb056630,10
Zm00001eb174990,10
Zm00001eb421100,10
Zm00001eb218710,10
Zm00001eb202410,10
Zm00001eb319350,10
Zm00001eb250560,10
Zm00001eb216950,10
Zm00001eb317770,10
Zm00001eb231040,10
Zm00001eb389960,10
Zm00001eb008690,10
Zm00001eb099390,10
Zm00001eb215440,10
Zm00001eb418630,10
Zm00001eb136080,10
Zm00001eb084300,10
Zm00001eb434360,10
Zm00001eb406610,10
Zm00001eb034940,10
Zm00001eb413540,10
Zm00001eb176680,10
Zm00001eb152420,10
Zm00001eb055620,10
Zm00001eb084940,10
Zm00001eb229400,10
Zm00001eb342580,10
Zm00001eb292690,10
Zm00001eb371980,10
Zm00001eb136350,10
Zm00001eb217350,10
Zm00001eb383050,10
Zm00001eb312870,10
Zm00001eb069700,10
Zm00001eb062130,10
Zm00001eb001720,10
Zm00001eb037290,10
Zm00001eb282210,10
Zm00001eb250580,10
Zm00001eb253350,10
Zm00001eb433840,10
Zm00001eb182650,10
Zm00001eb000470,10
Zm00001eb122550,10
Zm00001eb011550,10
Zm00001eb060980,10
Zm00001eb256290,10
Zm00001eb395560,10
Zm00001eb417490,10
Zm00001eb266360,10
Zm00001eb359740,10
Zm00001eb185920,10
Zm00001eb320820,10
Zm00001eb370600,10
Zm00001eb129520,10
Zm00001eb214190,10
Zm00001eb157260,10
Zm00001eb169140,10
Zm00001eb296830,10
Zm00001eb316730,10
Zm00001eb146230,10
Zm00001eb299540,10
Zm00001eb433050,10
Zm00001eb209070,10
Zm00001eb384820,10
Zm00001eb288730,10
Zm00001eb377500,10
Zm00001eb144450,10
Zm00001eb130740,10
Zm00001eb168720,10
Zm00001eb104640,10
Zm00001eb293740,10
Zm00001eb367300,10
Zm00001eb039810,10
Zm00001eb233310,10
Zm00001eb384320,10
Zm00001eb398110,10
Zm00001eb153470,10
Zm00001eb193550,10
Zm00001eb360120,10
Zm00001eb171050,10
Zm00001eb395580,10
Zm00001eb433430,10
Zm00001eb015490,10
Zm00001eb165340,10
Zm00001eb041540,10
Zm00001eb324600,10
Zm00001eb366540,10
Zm00001eb417610,10
Zm00001eb252220,10
Zm00001eb399180,10
Zm00001eb066260,10
Zm00001eb062820,10
Zm00001eb190160,10
Zm00001eb002010,10
Zm00001eb002490,10
Zm00001eb377480,10
Zm00001eb204490,10
Zm00001eb332030,10
Zm00001eb045780,10
Zm00001eb155410,10
Zm00001eb332640,10
Zm00001eb289480,10
Zm00001eb012280,10
Zm00001eb189900,10
Zm00001eb187250,10
Zm00001eb158520,10
Zm00001eb386830,10
Zm00001eb387370,10
Zm00001eb213430,10
Zm00001eb292790,10
Zm00001eb224680,10
Zm00001eb218500,10
Zm00001eb328650,10
Zm00001eb322390,10
Zm00001eb187450,10
Zm00001eb071110,10
Zm00001eb384760,10
Zm00001eb059920,10
Zm00001eb366900,10
Zm00001eb409460,10
Zm00001eb023620,10
Zm00001eb178160,10
Zm00001eb384240,10
Zm00001eb143520,10
Zm00001eb379460,10
Zm00001eb107900,10
Zm00001eb266370,10
Zm00001eb027860,10
Zm00001eb186490,10
Zm00001eb190120,10
Zm00001eb074830,10
Zm00001eb427020,10
Zm00001eb397240,10
Zm00001eb238140,10
Zm00001eb105770,10
Zm00001eb188100,10
Zm00001eb149360,10
Zm00001eb327140,10
Zm00001eb210530,10
Zm00001eb195920,10
Zm00001eb346880,10
Zm00001eb107800,10
Zm00001eb233790,10
Zm00001eb044660,10
Zm00001eb216610,10
Zm00001eb212120,10
Zm00001eb103490,10
Zm00001eb253280,10
Zm00001eb181760,11
Zm00001eb181510,11
Zm00001eb395100,11
Zm00001eb075510,11
Zm00001eb265410,11
Zm00001eb398190,11
Zm00001eb061930,11
Zm00001eb247330,11
Zm00001eb273390,11
Zm00001eb073010,11
Zm00001eb181970,11
Zm00001eb265240,11
Zm00001eb326020,11
Zm00001eb053560,11
Zm00001eb147220,11
Zm00001eb232000,11
Zm00001eb102780,11
Zm00001eb110370,11
Zm00001eb300360,11
Zm00001eb064880,11
Zm00001eb408080,11
Zm00001eb036040,11
Zm00001eb254860,11
Zm00001eb281290,11
Zm00001eb311960,11
Zm00001eb241300,11
Zm00001eb242480,11
Zm00001eb122740,11
Zm00001eb415660,11
Zm00001eb386770,11
Zm00001eb101420,11
Zm00001eb325550,11
Zm00001eb080570,11
Zm00001eb268180,11
Zm00001eb364360,11
Zm00001eb189080,11
Zm00001eb365340,11
Zm00001eb041890,11
Zm00001eb338940,11
Zm00001eb193920,11
Zm00001eb084180,11
Zm00001eb390910,11
Zm00001eb388180,11
Zm00001eb146650,11
Zm00001eb407530,11
Zm00001eb222650,11
Zm00001eb423330,11
Zm00001eb054670,11
Zm00001eb179590,11
Zm00001eb143080,11
Zm00001eb157620,11
Zm00001eb087050,11
Zm00001eb406660,11
Zm00001eb018020,11
Zm00001eb371070,11
Zm00001eb020740,11
Zm00001eb279090,11
Zm00001eb309590,11
Zm00001eb107170,11
Zm00001eb145580,11
Zm00001eb275490,11
Zm00001eb407990,11
Zm00001eb050760,11
Zm00001eb237340,11
Zm00001eb058370,11
Zm00001eb108240,11
Zm00001eb384950,11
Zm00001eb310270,11
Zm00001eb150140,11
Zm00001eb353230,11
Zm00001eb410950,11
Zm00001eb148190,11
Zm00001eb073560,11
Zm00001eb192920,11
Zm00001eb188460,11
Zm00001eb240740,11
Zm00001eb075300,11
Zm00001eb328570,11
Zm00001eb231360,11
Zm00001eb250390,11
Zm00001eb372610,11
Zm00001eb428830,11
Zm00001eb250760,11
Zm00001eb424710,11
Zm00001eb118900,11
Zm00001eb168870,11
Zm00001eb068530,11
Zm00001eb172290,11
Zm00001eb255970,11
Zm00001eb233420,11
Zm00001eb037480,11
Zm00001eb266750,11
Zm00001eb066640,11
Zm00001eb432100,11
Zm00001eb152630,11
Zm00001eb319090,11
Zm00001eb226740,11
Zm00001eb027720,11
Zm00001eb074460,11
Zm00001eb320470,11
Zm00001eb208150,11
Zm00001eb273840,11
Zm00001eb429830,11
Zm00001eb001990,11
Zm00001eb024330,11
Zm00001eb002830,11
Zm00001eb193670,11
Zm00001eb364850,11
Zm00001eb174000,11
Zm00001eb050790,11
Zm00001eb071590,11
Zm00001eb051350,11
Zm00001eb148290,11
Zm00001eb064180,11
Zm00001eb246520,11
Zm00001eb134520,11
Zm00001eb273540,11
Zm00001eb184110,11
Zm00001eb251530,11
Zm00001eb238570,11
Zm00001eb283990,11
Zm00001eb028430,11
Zm00001eb349450,11
Zm00001eb086370,11
Zm00001eb158610,11
Zm00001eb259650,11
Zm00001eb136460,11
Zm00001eb183160,11
Zm00001eb337530,11
Zm00001eb330910,11
Zm00001eb390330,11
Zm00001eb136980,11
Zm00001eb310260,11
Zm00001eb200970,11
Zm00001eb073830,11
Zm00001eb146690,11
Zm00001eb033570,11
Zm00001eb120740,11
Zm00001eb301170,11
Zm00001eb155280,11
Zm00001eb153520,11
Zm00001eb355710,11
Zm00001eb011070,11
Zm00001eb273020,11
Zm00001eb399830,11
Zm00001eb161460,11
Zm00001eb324750,11
Zm00001eb249840,11
Zm00001eb259370,11
Zm00001eb117090,11
Zm00001eb362240,11
Zm00001eb017630,11
Zm00001eb319590,11
Zm00001eb359300,11
Zm00001eb415010,11
Zm00001eb387280,11
Zm00001eb001630,11
Zm00001eb284010,11
Zm00001eb031700,11
Zm00001eb067740,11
Zm00001eb243730,11
Zm00001eb064860,11
Zm00001eb170920,11
Zm00001eb291140,11
Zm00001eb302890,11
Zm00001eb370470,11
Zm00001eb075170,11
Zm00001eb245030,11
Zm00001eb374110,11
Zm00001eb040160,11
Zm00001eb187260,11
Zm00001eb073550,11
Zm00001eb163520,11
Zm00001eb271520,11
Zm00001eb219990,11
Zm00001eb065440,11
Zm00001eb071780,11
Zm00001eb195490,11
Zm00001eb249470,11
Zm00001eb199430,11
Zm00001eb234870,11
Zm00001eb024300,11
Zm00001eb101350,11
Zm00001eb273570,11
Zm00001eb318060,11
Zm00001eb154070,11
Zm00001eb006680,11
Zm00001eb006700,11
Zm00001eb389660,11
Zm00001eb037530,11
Zm00001eb164360,11
Zm00001eb397720,11
Zm00001eb187310,11
Zm00001eb135910,11
Zm00001eb227200,11
Zm00001eb294560,12
Zm00001eb100800,12
Zm00001eb335680,12
Zm00001eb288080,12
Zm00001eb296340,12
Zm00001eb153330,12
Zm00001eb333460,12
Zm00001eb160100,12
