TF gene ID,level in GCN
Zm00001eb203940,4
Zm00001eb206760,4
Zm00001eb207760,4
Zm00001eb215910,4
Zm00001eb227180,4
Zm00001eb229950,4
Zm00001eb232120,4
Zm00001eb233350,4
Zm00001eb234690,4
Zm00001eb238060,4
Zm00001eb243910,4
Zm00001eb246280,4
Zm00001eb258240,4
Zm00001eb259870,4
Zm00001eb275820,4
Zm00001eb278470,4
Zm00001eb284410,4
Zm00001eb288890,4
Zm00001eb290900,4
Zm00001eb292830,4
Zm00001eb292900,4
Zm00001eb301520,4
Zm00001eb314500,4
Zm00001eb316740,4
Zm00001eb316800,4
Zm00001eb325750,4
Zm00001eb330690,4
Zm00001eb331630,4
Zm00001eb331880,4
Zm00001eb333750,4
Zm00001eb340790,4
Zm00001eb352570,4
Zm00001eb355240,4
Zm00001eb356490,4
Zm00001eb361210,4
Zm00001eb369560,4
Zm00001eb389540,4
Zm00001eb389900,4
Zm00001eb402950,4
Zm00001eb403880,4
Zm00001eb407810,4
Zm00001eb408640,4
Zm00001eb408800,4
Zm00001eb408860,4
Zm00001eb416530,4
Zm00001eb420370,4
Zm00001eb428890,4
Zm00001eb006360,5
Zm00001eb008010,5
Zm00001eb019930,5
Zm00001eb021750,5
Zm00001eb024680,5
Zm00001eb032060,5
Zm00001eb033590,5
Zm00001eb033910,5
Zm00001eb036170,5
Zm00001eb041450,5
Zm00001eb042980,5
Zm00001eb043940,5
Zm00001eb051370,5
Zm00001eb057410,5
Zm00001eb062460,5
Zm00001eb071190,5
Zm00001eb079510,5
Zm00001eb082150,5
Zm00001eb085420,5
Zm00001eb092480,5
Zm00001eb101920,5
Zm00001eb102090,5
Zm00001eb107920,5
Zm00001eb110960,5
Zm00001eb118970,5
Zm00001eb123510,5
Zm00001eb128930,5
Zm00001eb134600,5
Zm00001eb143110,5
Zm00001eb145660,5
Zm00001eb179960,5
Zm00001eb181960,5
Zm00001eb186770,5
Zm00001eb199140,5
Zm00001eb209480,5
Zm00001eb215870,5
Zm00001eb229050,5
Zm00001eb232050,5
Zm00001eb237460,5
Zm00001eb244400,5
Zm00001eb248560,5
Zm00001eb250190,5
Zm00001eb252640,5
Zm00001eb274340,5
Zm00001eb275690,5
Zm00001eb284250,5
Zm00001eb289860,5
Zm00001eb291470,5
Zm00001eb301280,5
Zm00001eb309370,5
Zm00001eb312160,5
Zm00001eb312620,5
Zm00001eb316260,5
Zm00001eb320200,5
Zm00001eb320870,5
Zm00001eb330680,5
Zm00001eb332590,5
Zm00001eb349860,5
Zm00001eb352240,5
Zm00001eb360340,5
Zm00001eb361750,5
Zm00001eb363140,5
Zm00001eb369280,5
Zm00001eb370850,5
Zm00001eb373390,5
Zm00001eb376730,5
Zm00001eb380460,5
Zm00001eb385620,5
Zm00001eb388050,5
Zm00001eb399440,5
Zm00001eb399930,5
Zm00001eb400130,5
Zm00001eb403770,5
Zm00001eb404260,5
Zm00001eb405850,5
Zm00001eb416370,5
Zm00001eb416980,5
Zm00001eb429330,5
Zm00001eb429870,5
Zm00001eb430240,5
Zm00001eb432090,5
Zm00001eb433020,5
Zm00001eb000690,6
Zm00001eb001460,6
Zm00001eb001670,6
Zm00001eb036990,6
Zm00001eb041850,6
Zm00001eb051900,6
Zm00001eb055990,6
Zm00001eb058480,6
Zm00001eb059460,6
Zm00001eb066770,6
Zm00001eb095290,6
Zm00001eb095690,6
Zm00001eb113220,6
Zm00001eb122470,6
Zm00001eb124790,6
Zm00001eb127850,6
Zm00001eb133000,6
Zm00001eb135400,6
Zm00001eb145040,6
Zm00001eb151240,6
Zm00001eb152350,6
Zm00001eb153100,6
Zm00001eb171720,6
Zm00001eb185110,6
Zm00001eb188950,6
Zm00001eb189840,6
Zm00001eb193790,6
Zm00001eb198700,6
Zm00001eb199940,6
Zm00001eb208830,6
Zm00001eb214850,6
Zm00001eb216060,6
Zm00001eb227830,6
Zm00001eb245040,6
Zm00001eb246440,6
Zm00001eb249290,6
Zm00001eb249730,6
Zm00001eb250280,6
Zm00001eb253150,6
Zm00001eb255490,6
Zm00001eb255670,6
Zm00001eb256730,6
Zm00001eb284910,6
Zm00001eb286490,6
Zm00001eb288060,6
Zm00001eb300940,6
Zm00001eb311180,6
Zm00001eb321680,6
Zm00001eb331250,6
Zm00001eb335690,6
Zm00001eb352580,6
Zm00001eb353470,6
Zm00001eb363810,6
Zm00001eb369190,6
Zm00001eb370810,6
Zm00001eb371020,6
Zm00001eb372960,6
Zm00001eb373670,6
Zm00001eb378820,6
Zm00001eb382780,6
Zm00001eb420440,6
Zm00001eb427380,6
Zm00001eb005690,7
Zm00001eb032780,7
Zm00001eb035030,7
Zm00001eb071990,7
Zm00001eb073130,7
Zm00001eb074930,7
Zm00001eb088080,7
Zm00001eb095110,7
Zm00001eb113710,7
Zm00001eb120750,7
Zm00001eb126140,7
Zm00001eb130510,7
Zm00001eb142540,7
Zm00001eb148820,7
Zm00001eb169130,7
Zm00001eb170530,7
Zm00001eb171080,7
Zm00001eb194220,7
Zm00001eb214840,7
Zm00001eb219490,7
Zm00001eb221620,7
Zm00001eb228620,7
Zm00001eb237820,7
Zm00001eb242030,7
Zm00001eb243450,7
Zm00001eb248590,7
Zm00001eb251390,7
Zm00001eb255160,7
Zm00001eb264080,7
Zm00001eb287060,7
Zm00001eb291730,7
Zm00001eb299300,7
Zm00001eb303620,7
Zm00001eb315330,7
Zm00001eb315610,7
Zm00001eb315910,7
Zm00001eb324660,7
Zm00001eb327230,7
Zm00001eb329910,7
Zm00001eb332860,7
Zm00001eb359990,7
Zm00001eb368850,7
Zm00001eb381600,7
Zm00001eb405630,7
Zm00001eb419910,7
Zm00001eb429720,7
Zm00001eb002310,8
Zm00001eb019090,8
Zm00001eb038320,8
Zm00001eb042400,8
Zm00001eb050220,8
Zm00001eb052150,8
Zm00001eb055830,8
Zm00001eb056760,8
Zm00001eb058610,8
Zm00001eb078590,8
Zm00001eb089580,8
Zm00001eb092230,8
Zm00001eb101040,8
Zm00001eb101130,8
Zm00001eb101980,8
Zm00001eb117830,8
Zm00001eb118010,8
Zm00001eb118950,8
Zm00001eb119340,8
Zm00001eb121380,8
Zm00001eb138920,8
Zm00001eb143430,8
Zm00001eb170540,8
Zm00001eb175840,8
Zm00001eb183200,8
Zm00001eb184870,8
Zm00001eb187720,8
Zm00001eb188380,8
Zm00001eb194770,8
Zm00001eb199970,8
Zm00001eb201290,8
Zm00001eb202260,8
Zm00001eb215190,8
Zm00001eb225570,8
Zm00001eb228320,8
Zm00001eb246010,8
Zm00001eb250240,8
Zm00001eb252180,8
Zm00001eb264930,8
Zm00001eb278670,8
Zm00001eb289320,8
Zm00001eb292380,8
Zm00001eb316310,8
Zm00001eb317060,8
Zm00001eb337810,8
Zm00001eb340140,8
Zm00001eb353990,8
Zm00001eb365080,8
Zm00001eb366690,8
Zm00001eb367660,8
Zm00001eb370960,8
Zm00001eb391190,8
Zm00001eb402220,8
Zm00001eb403060,8
Zm00001eb403750,8
Zm00001eb408520,8
Zm00001eb424290,8
Zm00001eb428400,8
Zm00001eb432450,8
Zm00001eb000880,9
Zm00001eb006160,9
Zm00001eb006180,9
Zm00001eb015120,9
Zm00001eb023160,9
Zm00001eb025220,9
Zm00001eb025650,9
Zm00001eb031210,9
Zm00001eb032370,9
Zm00001eb032670,9
Zm00001eb035640,9
Zm00001eb038070,9
Zm00001eb042490,9
Zm00001eb045640,9
Zm00001eb048440,9
Zm00001eb050660,9
Zm00001eb051120,9
Zm00001eb053830,9
Zm00001eb075250,9
Zm00001eb078490,9
Zm00001eb098960,9
Zm00001eb099550,9
Zm00001eb099960,9
Zm00001eb100410,9
Zm00001eb101190,9
Zm00001eb101410,9
Zm00001eb102440,9
Zm00001eb102580,9
Zm00001eb103330,9
Zm00001eb103730,9
Zm00001eb104750,9
Zm00001eb107280,9
Zm00001eb108090,9
Zm00001eb111570,9
Zm00001eb113950,9
Zm00001eb123060,9
Zm00001eb123570,9
Zm00001eb128760,9
Zm00001eb136360,9
Zm00001eb139480,9
Zm00001eb139970,9
Zm00001eb143990,9
Zm00001eb147710,9
Zm00001eb157450,9
Zm00001eb172020,9
Zm00001eb178500,9
Zm00001eb179290,9
Zm00001eb180800,9
Zm00001eb182260,9
Zm00001eb185560,9
Zm00001eb190840,9
Zm00001eb195850,9
Zm00001eb198030,9
Zm00001eb204110,9
Zm00001eb207450,9
Zm00001eb207650,9
Zm00001eb216910,9
Zm00001eb218610,9
Zm00001eb218880,9
Zm00001eb219100,9
Zm00001eb220250,9
Zm00001eb239680,9
Zm00001eb248780,9
Zm00001eb248800,9
Zm00001eb250540,9
Zm00001eb270270,9
Zm00001eb280600,9
Zm00001eb288420,9
Zm00001eb292980,9
Zm00001eb295800,9
Zm00001eb295810,9
Zm00001eb298580,9
Zm00001eb307550,9
Zm00001eb312600,9
Zm00001eb315850,9
Zm00001eb315870,9
Zm00001eb316660,9
Zm00001eb321620,9
Zm00001eb326210,9
Zm00001eb330830,9
Zm00001eb332400,9
Zm00001eb333470,9
Zm00001eb349010,9
Zm00001eb349060,9
Zm00001eb356650,9
Zm00001eb358700,9
Zm00001eb364730,9
Zm00001eb369730,9
Zm00001eb370010,9
Zm00001eb374830,9
Zm00001eb378270,9
Zm00001eb392530,9
Zm00001eb395380,9
Zm00001eb398670,9
Zm00001eb403500,9
Zm00001eb407120,9
Zm00001eb411700,9
Zm00001eb412510,9
Zm00001eb415730,9
Zm00001eb417000,9
Zm00001eb423100,9
Zm00001eb428940,9
Zm00001eb431760,9
Zm00001eb002660,10
Zm00001eb009550,10
Zm00001eb010050,10
Zm00001eb011370,10
Zm00001eb012440,10
Zm00001eb015440,10
Zm00001eb015570,10
Zm00001eb015750,10
Zm00001eb022070,10
Zm00001eb023330,10
Zm00001eb028160,10
Zm00001eb031300,10
Zm00001eb035050,10
Zm00001eb035740,10
Zm00001eb041610,10
Zm00001eb048370,10
Zm00001eb055540,10
Zm00001eb056620,10
Zm00001eb056780,10
Zm00001eb058460,10
Zm00001eb061300,10
Zm00001eb061430,10
Zm00001eb062640,10
Zm00001eb064730,10
Zm00001eb067800,10
Zm00001eb069140,10
Zm00001eb074320,10
Zm00001eb080690,10
Zm00001eb080700,10
Zm00001eb086280,10
Zm00001eb093560,10
Zm00001eb098330,10
Zm00001eb101280,10
Zm00001eb101360,10
Zm00001eb101880,10
Zm00001eb104260,10
Zm00001eb105640,10
Zm00001eb106630,10
Zm00001eb108460,10
Zm00001eb122500,10
Zm00001eb124630,10
Zm00001eb127840,10
Zm00001eb128310,10
Zm00001eb129490,10
Zm00001eb131420,10
Zm00001eb135200,10
Zm00001eb141310,10
Zm00001eb142500,10
Zm00001eb142960,10
Zm00001eb145340,10
Zm00001eb152810,10
Zm00001eb157080,10
Zm00001eb157950,10
Zm00001eb159390,10
Zm00001eb160120,10
Zm00001eb163680,10
Zm00001eb178450,10
Zm00001eb179000,10
Zm00001eb185290,10
Zm00001eb186200,10
Zm00001eb186480,10
Zm00001eb188410,10
Zm00001eb189510,10
Zm00001eb191020,10
Zm00001eb195650,10
Zm00001eb197370,10
Zm00001eb198470,10
Zm00001eb200840,10
Zm00001eb202140,10
Zm00001eb208910,10
Zm00001eb209880,10
Zm00001eb211700,10
Zm00001eb212930,10
Zm00001eb215740,10
Zm00001eb216410,10
Zm00001eb217440,10
Zm00001eb218120,10
Zm00001eb223300,10
Zm00001eb224800,10
Zm00001eb234120,10
Zm00001eb234170,10
Zm00001eb234620,10
Zm00001eb235510,10
Zm00001eb240100,10
Zm00001eb248270,10
Zm00001eb248900,10
Zm00001eb249440,10
Zm00001eb249450,10
Zm00001eb251200,10
Zm00001eb252100,10
Zm00001eb252160,10
Zm00001eb254600,10
Zm00001eb254990,10
Zm00001eb255860,10
Zm00001eb256070,10
Zm00001eb256420,10
Zm00001eb258290,10
Zm00001eb258400,10
Zm00001eb265630,10
Zm00001eb270470,10
Zm00001eb271500,10
Zm00001eb279120,10
Zm00001eb279580,10
Zm00001eb280090,10
Zm00001eb286420,10
Zm00001eb287710,10
Zm00001eb289080,10
Zm00001eb294180,10
Zm00001eb309360,10
Zm00001eb313350,10
Zm00001eb315750,10
Zm00001eb316580,10
Zm00001eb317460,10
Zm00001eb319390,10
Zm00001eb319460,10
Zm00001eb320600,10
Zm00001eb323880,10
Zm00001eb335900,10
Zm00001eb336500,10
Zm00001eb337410,10
Zm00001eb349120,10
Zm00001eb349900,10
Zm00001eb353030,10
Zm00001eb354510,10
Zm00001eb354920,10
Zm00001eb357780,10
Zm00001eb359500,10
Zm00001eb360750,10
Zm00001eb365420,10
Zm00001eb368640,10
Zm00001eb368970,10
Zm00001eb370720,10
Zm00001eb372490,10
Zm00001eb372660,10
Zm00001eb373970,10
Zm00001eb375580,10
Zm00001eb379300,10
Zm00001eb379950,10
Zm00001eb385190,10
Zm00001eb385610,10
Zm00001eb391130,10
Zm00001eb391280,10
Zm00001eb392440,10
Zm00001eb393690,10
Zm00001eb394180,10
Zm00001eb413920,10
Zm00001eb413930,10
Zm00001eb415520,10
Zm00001eb417620,10
Zm00001eb427470,10
Zm00001eb427600,10
Zm00001eb431080,10
Zm00001eb432140,10
Zm00001eb432460,10
Zm00001eb000470,11
Zm00001eb001720,11
Zm00001eb002010,11
Zm00001eb002490,11
Zm00001eb008690,11
Zm00001eb010190,11
Zm00001eb010770,11
Zm00001eb011550,11
Zm00001eb012280,11
Zm00001eb015490,11
Zm00001eb023620,11
Zm00001eb027860,11
Zm00001eb034940,11
Zm00001eb037290,11
Zm00001eb039810,11
Zm00001eb040700,11
Zm00001eb041070,11
Zm00001eb041540,11
Zm00001eb044660,11
Zm00001eb045780,11
Zm00001eb055620,11
Zm00001eb056630,11
Zm00001eb059920,11
Zm00001eb060980,11
Zm00001eb062130,11
Zm00001eb062820,11
Zm00001eb066260,11
Zm00001eb069700,11
Zm00001eb071110,11
Zm00001eb074830,11
Zm00001eb084300,11
Zm00001eb084940,11
Zm00001eb093670,11
Zm00001eb099390,11
Zm00001eb099470,11
Zm00001eb101630,11
Zm00001eb103490,11
Zm00001eb104640,11
Zm00001eb105770,11
Zm00001eb107800,11
Zm00001eb107900,11
Zm00001eb117560,11
Zm00001eb122550,11
Zm00001eb129520,11
Zm00001eb130740,11
Zm00001eb136080,11
Zm00001eb136350,11
Zm00001eb143520,11
Zm00001eb144450,11
Zm00001eb146230,11
Zm00001eb149360,11
Zm00001eb150360,11
Zm00001eb152420,11
Zm00001eb153470,11
Zm00001eb155410,11
Zm00001eb157260,11
Zm00001eb158520,11
Zm00001eb165340,11
Zm00001eb168720,11
Zm00001eb169140,11
Zm00001eb171050,11
Zm00001eb174990,11
Zm00001eb175150,11
Zm00001eb176680,11
Zm00001eb178160,11
Zm00001eb182650,11
Zm00001eb185920,11
Zm00001eb186490,11
Zm00001eb187250,11
Zm00001eb187450,11
Zm00001eb188100,11
Zm00001eb189900,11
Zm00001eb190120,11
Zm00001eb190160,11
Zm00001eb193330,11
Zm00001eb193550,11
Zm00001eb195920,11
Zm00001eb202410,11
Zm00001eb204490,11
Zm00001eb206080,11
Zm00001eb209070,11
Zm00001eb210530,11
Zm00001eb212120,11
Zm00001eb213430,11
Zm00001eb214190,11
Zm00001eb215440,11
Zm00001eb216610,11
Zm00001eb216950,11
Zm00001eb217350,11
Zm00001eb218500,11
Zm00001eb218710,11
Zm00001eb224680,11
Zm00001eb229400,11
Zm00001eb231040,11
Zm00001eb233310,11
Zm00001eb233790,11
Zm00001eb238140,11
Zm00001eb248680,11
Zm00001eb250560,11
Zm00001eb250580,11
Zm00001eb252220,11
Zm00001eb253280,11
Zm00001eb253350,11
Zm00001eb255520,11
Zm00001eb256290,11
Zm00001eb257650,11
Zm00001eb266360,11
Zm00001eb266370,11
Zm00001eb275130,11
Zm00001eb281570,11
Zm00001eb282210,11
Zm00001eb288730,11
Zm00001eb289480,11
Zm00001eb292690,11
Zm00001eb292790,11
Zm00001eb293740,11
Zm00001eb296830,11
Zm00001eb299540,11
Zm00001eb312870,11
Zm00001eb316730,11
Zm00001eb317770,11
Zm00001eb319350,11
Zm00001eb320820,11
Zm00001eb322390,11
Zm00001eb324600,11
Zm00001eb327140,11
Zm00001eb328650,11
Zm00001eb328900,11
Zm00001eb332030,11
Zm00001eb332640,11
Zm00001eb342580,11
Zm00001eb346880,11
Zm00001eb359740,11
Zm00001eb360120,11
Zm00001eb361200,11
Zm00001eb366540,11
Zm00001eb366900,11
Zm00001eb367300,11
Zm00001eb370600,11
Zm00001eb371980,11
Zm00001eb377480,11
Zm00001eb377500,11
Zm00001eb379460,11
Zm00001eb383050,11
Zm00001eb384240,11
Zm00001eb384320,11
Zm00001eb384760,11
Zm00001eb384820,11
Zm00001eb386830,11
Zm00001eb387370,11
Zm00001eb389960,11
Zm00001eb395300,11
Zm00001eb395560,11
Zm00001eb395580,11
Zm00001eb395640,11
Zm00001eb397240,11
Zm00001eb398110,11
Zm00001eb399180,11
Zm00001eb399390,11
Zm00001eb406610,11
Zm00001eb409460,11
Zm00001eb413540,11
Zm00001eb417490,11
Zm00001eb417610,11
Zm00001eb418630,11
Zm00001eb421100,11
Zm00001eb427020,11
Zm00001eb427970,11
Zm00001eb430640,11
Zm00001eb430800,11
Zm00001eb433050,11
Zm00001eb433430,11
Zm00001eb433840,11
Zm00001eb434360,11
Zm00001eb001630,12
Zm00001eb001990,12
Zm00001eb002830,12
Zm00001eb006680,12
Zm00001eb006700,12
Zm00001eb011070,12
Zm00001eb017630,12
Zm00001eb018020,12
Zm00001eb020740,12
Zm00001eb024300,12
Zm00001eb024330,12
Zm00001eb027720,12
Zm00001eb028430,12
Zm00001eb031700,12
Zm00001eb033570,12
Zm00001eb036040,12
Zm00001eb037480,12
Zm00001eb037530,12
Zm00001eb040160,12
Zm00001eb041890,12
Zm00001eb050760,12
Zm00001eb050790,12
Zm00001eb051350,12
Zm00001eb053560,12
Zm00001eb054670,12
Zm00001eb058370,12
Zm00001eb061930,12
Zm00001eb064180,12
Zm00001eb064860,12
Zm00001eb064880,12
Zm00001eb065440,12
Zm00001eb066640,12
Zm00001eb067740,12
Zm00001eb068530,12
Zm00001eb071590,12
Zm00001eb071780,12
Zm00001eb073010,12
Zm00001eb073550,12
Zm00001eb073560,12
Zm00001eb073830,12
Zm00001eb074460,12
Zm00001eb075170,12
Zm00001eb075300,12
Zm00001eb075510,12
Zm00001eb080570,12
Zm00001eb084180,12
Zm00001eb086370,12
Zm00001eb087050,12
Zm00001eb101350,12
Zm00001eb101420,12
Zm00001eb102780,12
Zm00001eb107170,12
Zm00001eb108240,12
Zm00001eb110370,12
Zm00001eb117090,12
Zm00001eb118900,12
Zm00001eb120740,12
Zm00001eb122740,12
Zm00001eb134520,12
Zm00001eb135910,12
Zm00001eb136460,12
Zm00001eb136980,12
Zm00001eb143080,12
Zm00001eb145580,12
Zm00001eb146650,12
Zm00001eb146690,12
Zm00001eb147220,12
Zm00001eb148190,12
Zm00001eb148290,12
Zm00001eb150140,12
Zm00001eb152630,12
Zm00001eb153520,12
Zm00001eb154070,12
Zm00001eb155280,12
Zm00001eb157620,12
Zm00001eb158610,12
Zm00001eb161460,12
Zm00001eb163520,12
Zm00001eb164360,12
Zm00001eb168870,12
Zm00001eb170920,12
Zm00001eb172290,12
Zm00001eb174000,12
Zm00001eb179590,12
Zm00001eb181510,12
Zm00001eb181760,12
Zm00001eb181970,12
Zm00001eb183160,12
Zm00001eb184110,12
Zm00001eb187260,12
Zm00001eb187310,12
Zm00001eb188460,12
Zm00001eb189080,12
Zm00001eb192920,12
Zm00001eb193670,12
Zm00001eb193920,12
Zm00001eb195490,12
Zm00001eb199430,12
Zm00001eb200970,12
Zm00001eb208150,12
Zm00001eb219990,12
Zm00001eb222650,12
Zm00001eb226740,12
Zm00001eb227200,12
Zm00001eb231360,12
Zm00001eb232000,12
Zm00001eb233420,12
Zm00001eb234870,12
Zm00001eb237340,12
Zm00001eb238570,12
Zm00001eb240740,12
Zm00001eb241300,12
Zm00001eb242480,12
Zm00001eb243730,12
Zm00001eb245030,12
Zm00001eb246520,12
Zm00001eb247330,12
Zm00001eb249470,12
Zm00001eb249840,12
Zm00001eb250390,12
Zm00001eb250760,12
Zm00001eb251530,12
Zm00001eb254860,12
Zm00001eb255970,12
Zm00001eb259370,12
Zm00001eb259650,12
Zm00001eb265240,12
Zm00001eb265410,12
Zm00001eb266750,12
Zm00001eb268180,12
Zm00001eb271520,12
Zm00001eb273020,12
Zm00001eb273390,12
Zm00001eb273540,12
Zm00001eb273570,12
Zm00001eb273840,12
Zm00001eb275490,12
Zm00001eb279090,12
Zm00001eb281290,12
Zm00001eb283990,12
Zm00001eb284010,12
Zm00001eb291140,12
Zm00001eb300360,12
Zm00001eb301170,12
Zm00001eb302890,12
Zm00001eb309590,12
Zm00001eb310260,12
Zm00001eb310270,12
Zm00001eb311960,12
Zm00001eb318060,12
Zm00001eb319090,12
Zm00001eb319590,12
Zm00001eb320470,12
Zm00001eb324750,12
Zm00001eb325550,12
Zm00001eb326020,12
Zm00001eb328570,12
Zm00001eb330910,12
Zm00001eb337530,12
Zm00001eb338940,12
Zm00001eb349450,12
Zm00001eb353230,12
Zm00001eb355710,12
Zm00001eb359300,12
Zm00001eb362240,12
Zm00001eb364360,12
Zm00001eb364850,12
Zm00001eb365340,12
Zm00001eb370470,12
Zm00001eb371070,12
Zm00001eb372610,12
Zm00001eb374110,12
Zm00001eb384950,12
Zm00001eb386770,12
Zm00001eb387280,12
Zm00001eb388180,12
Zm00001eb389660,12
Zm00001eb390330,12
Zm00001eb390910,12
Zm00001eb395100,12
Zm00001eb397720,12
Zm00001eb398190,12
Zm00001eb399830,12
Zm00001eb406660,12
Zm00001eb407530,12
Zm00001eb407990,12
Zm00001eb408080,12
Zm00001eb410950,12
Zm00001eb415010,12
Zm00001eb415660,12
Zm00001eb423330,12
Zm00001eb424710,12
Zm00001eb428830,12
Zm00001eb429830,12
Zm00001eb432100,12
Zm00001eb009140,13
Zm00001eb009170,13
Zm00001eb010280,13
Zm00001eb011300,13
Zm00001eb011560,13
Zm00001eb016100,13
Zm00001eb020850,13
Zm00001eb023210,13
