node_1 ID, node_2 ID, PCC_value
Zm00001eb050860,Zm00001eb429450,0.985581
Zm00001eb050860,Zm00001eb112080,0.993481
Zm00001eb050860,Zm00001eb337450,0.950408
Zm00001eb050860,Zm00001eb169410,0.965067
Zm00001eb050860,Zm00001eb250620,0.976091
Zm00001eb050860,Zm00001eb271970,0.968293
Zm00001eb050860,Zm00001eb324300,0.968202
Zm00001eb050860,Zm00001eb073790,0.961502
Zm00001eb050860,Zm00001eb239380,0.960423
Zm00001eb050860,Zm00001eb425230,0.962515
Zm00001eb050860,Zm00001eb243910,0.982010
Zm00001eb050860,Zm00001eb238060,0.963014
Zm00001eb050860,Zm00001eb106720,0.990131
Zm00001eb050860,Zm00001eb176740,0.953230
Zm00001eb050860,Zm00001eb207760,0.965457
Zm00001eb050860,Zm00001eb319530,0.988998
Zm00001eb050860,Zm00001eb063930,0.991264
Zm00001eb019780,Zm00001eb353320,0.972156
Zm00001eb019780,Zm00001eb144290,0.990306
Zm00001eb019780,Zm00001eb143060,0.970615
Zm00001eb019780,Zm00001eb428890,0.959685
Zm00001eb019780,Zm00001eb420370,0.993233
Zm00001eb019780,Zm00001eb057410,0.951307
Zm00001eb019780,Zm00001eb369190,0.955241
Zm00001eb019780,Zm00001eb055620,0.996763
Zm00001eb164530,Zm00001eb269420,0.991946
Zm00001eb164530,Zm00001eb202570,0.963264
Zm00001eb164530,Zm00001eb380990,0.983765
Zm00001eb164530,Zm00001eb150830,0.952356
Zm00001eb164530,Zm00001eb361590,0.979652
Zm00001eb164530,Zm00001eb307400,0.988755
Zm00001eb164530,Zm00001eb314810,0.990108
Zm00001eb164530,Zm00001eb264780,0.984122
Zm00001eb164530,Zm00001eb331080,0.981886
Zm00001eb164530,Zm00001eb386370,0.964896
Zm00001eb164530,Zm00001eb235640,0.981603
Zm00001eb164530,Zm00001eb073910,0.977973
Zm00001eb164530,Zm00001eb295700,0.988364
Zm00001eb164530,Zm00001eb243260,0.970627
Zm00001eb164530,Zm00001eb198620,0.971047
Zm00001eb164530,Zm00001eb399030,0.959653
Zm00001eb164530,Zm00001eb062760,0.973218
Zm00001eb164530,Zm00001eb076640,0.969774
Zm00001eb164530,Zm00001eb267130,0.956376
Zm00001eb164530,Zm00001eb120590,0.952358
Zm00001eb164530,Zm00001eb074570,0.984423
Zm00001eb164530,Zm00001eb415640,0.995126
Zm00001eb164530,Zm00001eb355110,0.983434
Zm00001eb164530,Zm00001eb388060,0.969951
Zm00001eb164530,Zm00001eb306220,0.975694
Zm00001eb164530,Zm00001eb053870,0.958797
Zm00001eb164530,Zm00001eb429450,0.957118
Zm00001eb164530,Zm00001eb112080,0.964722
Zm00001eb164530,Zm00001eb176840,0.958466
Zm00001eb164530,Zm00001eb063930,0.971393
Zm00001eb055700,Zm00001eb353320,0.970860
Zm00001eb055700,Zm00001eb104790,0.963350
Zm00001eb055700,Zm00001eb399030,0.966159
Zm00001eb055700,Zm00001eb076640,0.967834
Zm00001eb055700,Zm00001eb267130,0.965061
Zm00001eb055700,Zm00001eb184050,0.955596
Zm00001eb055700,Zm00001eb168120,0.992869
Zm00001eb055700,Zm00001eb004670,0.999490
Zm00001eb055700,Zm00001eb360260,0.969000
Zm00001eb055700,Zm00001eb388300,0.958831
Zm00001eb055700,Zm00001eb120590,0.969811
Zm00001eb055700,Zm00001eb074570,0.963428
Zm00001eb055700,Zm00001eb292830,0.983559
Zm00001eb055700,Zm00001eb402950,0.994534
Zm00001eb055700,Zm00001eb118760,0.964423
Zm00001eb055700,Zm00001eb095690,0.971338
Zm00001eb269420,Zm00001eb202570,0.979149
Zm00001eb269420,Zm00001eb380990,0.987478
Zm00001eb269420,Zm00001eb150830,0.976609
Zm00001eb269420,Zm00001eb361590,0.996837
Zm00001eb269420,Zm00001eb307400,0.999235
Zm00001eb269420,Zm00001eb314810,0.995773
Zm00001eb269420,Zm00001eb264780,0.995746
Zm00001eb269420,Zm00001eb331080,0.980456
Zm00001eb269420,Zm00001eb386370,0.978620
Zm00001eb269420,Zm00001eb235640,0.990181
Zm00001eb269420,Zm00001eb388280,0.955629
Zm00001eb269420,Zm00001eb073910,0.991334
Zm00001eb269420,Zm00001eb295700,0.963350
Zm00001eb269420,Zm00001eb243260,0.955057
Zm00001eb269420,Zm00001eb430300,0.954996
Zm00001eb269420,Zm00001eb198620,0.985111
Zm00001eb269420,Zm00001eb399030,0.984344
Zm00001eb269420,Zm00001eb062760,0.976986
Zm00001eb269420,Zm00001eb076640,0.959362
Zm00001eb269420,Zm00001eb267130,0.954664
Zm00001eb269420,Zm00001eb168120,0.956404
Zm00001eb269420,Zm00001eb120590,0.968210
Zm00001eb269420,Zm00001eb074570,0.973646
Zm00001eb269420,Zm00001eb415640,0.983739
Zm00001eb269420,Zm00001eb355110,0.976896
Zm00001eb269420,Zm00001eb388060,0.955872
Zm00001eb269420,Zm00001eb306220,0.957194
Zm00001eb269420,Zm00001eb429450,0.960675
Zm00001eb269420,Zm00001eb402950,0.950447
Zm00001eb269420,Zm00001eb176840,0.950779
Zm00001eb269420,Zm00001eb063930,0.963018
Zm00001eb325760,Zm00001eb309600,0.972136
Zm00001eb325760,Zm00001eb358260,0.995449
Zm00001eb325760,Zm00001eb150840,0.990717
Zm00001eb325760,Zm00001eb005020,0.996557
Zm00001eb325760,Zm00001eb333750,0.973730
Zm00001eb325760,Zm00001eb234690,0.958888
Zm00001eb325760,Zm00001eb373390,0.963706
Zm00001eb325760,Zm00001eb071190,0.978754
Zm00001eb325760,Zm00001eb079510,0.958548
Zm00001eb325760,Zm00001eb363140,0.973871
Zm00001eb325760,Zm00001eb248560,0.977237
Zm00001eb325760,Zm00001eb249290,0.956847
Zm00001eb202570,Zm00001eb380990,0.978908
Zm00001eb202570,Zm00001eb361590,0.975246
Zm00001eb202570,Zm00001eb307400,0.986190
Zm00001eb202570,Zm00001eb314810,0.973468
Zm00001eb202570,Zm00001eb264780,0.991195
Zm00001eb202570,Zm00001eb331080,0.979077
Zm00001eb202570,Zm00001eb386370,0.995150
Zm00001eb202570,Zm00001eb235640,0.994411
Zm00001eb202570,Zm00001eb388280,0.988123
Zm00001eb202570,Zm00001eb073910,0.970773
Zm00001eb202570,Zm00001eb399030,0.964251
Zm00001eb202570,Zm00001eb062760,0.986619
Zm00001eb202570,Zm00001eb199530,0.968904
Zm00001eb202570,Zm00001eb406000,0.965978
Zm00001eb202570,Zm00001eb296770,0.967692
Zm00001eb202570,Zm00001eb355110,0.973170
Zm00001eb202570,Zm00001eb388060,0.968932
Zm00001eb202570,Zm00001eb278870,0.965193
Zm00001eb202570,Zm00001eb106620,0.951846
Zm00001eb202570,Zm00001eb306220,0.958778
Zm00001eb202570,Zm00001eb429450,0.986832
Zm00001eb202570,Zm00001eb049650,0.954927
Zm00001eb202570,Zm00001eb063930,0.974635
Zm00001eb380990,Zm00001eb361590,0.977495
Zm00001eb380990,Zm00001eb307400,0.988679
Zm00001eb380990,Zm00001eb314810,0.971585
Zm00001eb380990,Zm00001eb264780,0.994016
Zm00001eb380990,Zm00001eb331080,0.961332
Zm00001eb380990,Zm00001eb386370,0.964760
Zm00001eb380990,Zm00001eb235640,0.979124
Zm00001eb380990,Zm00001eb073910,0.959755
Zm00001eb380990,Zm00001eb399030,0.979362
Zm00001eb380990,Zm00001eb062760,0.960350
Zm00001eb380990,Zm00001eb406000,0.963869
Zm00001eb380990,Zm00001eb074570,0.971073
Zm00001eb380990,Zm00001eb415640,0.966062
Zm00001eb380990,Zm00001eb355110,0.995457
Zm00001eb380990,Zm00001eb388060,0.956529
Zm00001eb380990,Zm00001eb306220,0.952507
Zm00001eb380990,Zm00001eb429450,0.952283
Zm00001eb380990,Zm00001eb042020,0.955552
Zm00001eb380990,Zm00001eb402950,0.950338
Zm00001eb380990,Zm00001eb176840,0.986742
Zm00001eb380990,Zm00001eb063930,0.954225
Zm00001eb150830,Zm00001eb055700,0.952745
Zm00001eb150830,Zm00001eb361590,0.988075
Zm00001eb150830,Zm00001eb307400,0.972547
Zm00001eb150830,Zm00001eb314810,0.972852
Zm00001eb150830,Zm00001eb264780,0.962226
Zm00001eb150830,Zm00001eb073910,0.979271
Zm00001eb150830,Zm00001eb430300,0.989899
Zm00001eb150830,Zm00001eb198620,0.994225
Zm00001eb150830,Zm00001eb399030,0.982429
Zm00001eb150830,Zm00001eb076640,0.953106
Zm00001eb150830,Zm00001eb267130,0.970220
Zm00001eb150830,Zm00001eb023870,0.974468
Zm00001eb150830,Zm00001eb168120,0.980406
Zm00001eb150830,Zm00001eb360260,0.980203
Zm00001eb150830,Zm00001eb120590,0.994200
Zm00001eb150830,Zm00001eb074570,0.952063
Zm00001eb150830,Zm00001eb415640,0.957147
Zm00001eb150830,Zm00001eb402950,0.969858
Zm00001eb150830,Zm00001eb118760,0.964679
Zm00001eb150830,Zm00001eb369560,0.984399
Zm00001eb150830,Zm00001eb164360,0.950960
Zm00001eb361590,Zm00001eb307400,0.996501
Zm00001eb361590,Zm00001eb314810,0.992925
Zm00001eb361590,Zm00001eb264780,0.991765
Zm00001eb361590,Zm00001eb331080,0.971004
Zm00001eb361590,Zm00001eb386370,0.975649
Zm00001eb361590,Zm00001eb235640,0.984873
Zm00001eb361590,Zm00001eb073910,0.993829
Zm00001eb361590,Zm00001eb430300,0.965509
Zm00001eb361590,Zm00001eb198620,0.990936
Zm00001eb361590,Zm00001eb399030,0.990012
Zm00001eb361590,Zm00001eb062760,0.969240
Zm00001eb361590,Zm00001eb076640,0.950329
Zm00001eb361590,Zm00001eb267130,0.953587
Zm00001eb361590,Zm00001eb168120,0.962669
Zm00001eb361590,Zm00001eb360260,0.954104
Zm00001eb361590,Zm00001eb120590,0.976136
Zm00001eb361590,Zm00001eb074570,0.961821
Zm00001eb361590,Zm00001eb415640,0.972627
Zm00001eb361590,Zm00001eb355110,0.959806
Zm00001eb361590,Zm00001eb429450,0.950354
Zm00001eb361590,Zm00001eb402950,0.958109
Zm00001eb361590,Zm00001eb369560,0.956178
Zm00001eb307400,Zm00001eb314810,0.994519
Zm00001eb307400,Zm00001eb264780,0.998110
Zm00001eb307400,Zm00001eb331080,0.982371
Zm00001eb307400,Zm00001eb386370,0.984686
Zm00001eb307400,Zm00001eb235640,0.993806
Zm00001eb307400,Zm00001eb388280,0.964134
Zm00001eb307400,Zm00001eb073910,0.990840
Zm00001eb307400,Zm00001eb295700,0.955870
Zm00001eb307400,Zm00001eb198620,0.980507
Zm00001eb307400,Zm00001eb399030,0.984818
Zm00001eb307400,Zm00001eb062760,0.981171
Zm00001eb307400,Zm00001eb120590,0.960485
Zm00001eb307400,Zm00001eb074570,0.965508
Zm00001eb307400,Zm00001eb415640,0.976947
Zm00001eb307400,Zm00001eb355110,0.978272
Zm00001eb307400,Zm00001eb388060,0.959521
Zm00001eb307400,Zm00001eb306220,0.958522
Zm00001eb307400,Zm00001eb429450,0.967733
Zm00001eb307400,Zm00001eb176840,0.951808
Zm00001eb307400,Zm00001eb063930,0.966756
Zm00001eb314810,Zm00001eb264780,0.986739
Zm00001eb314810,Zm00001eb331080,0.989578
Zm00001eb314810,Zm00001eb386370,0.981880
Zm00001eb314810,Zm00001eb235640,0.990844
Zm00001eb314810,Zm00001eb388280,0.961808
Zm00001eb314810,Zm00001eb073910,0.997495
Zm00001eb314810,Zm00001eb295700,0.968603
Zm00001eb314810,Zm00001eb243260,0.969110
Zm00001eb314810,Zm00001eb430300,0.957744
Zm00001eb314810,Zm00001eb198620,0.988408
Zm00001eb314810,Zm00001eb399030,0.968004
Zm00001eb314810,Zm00001eb062760,0.984831
Zm00001eb314810,Zm00001eb120590,0.961764
Zm00001eb314810,Zm00001eb074570,0.962780
Zm00001eb314810,Zm00001eb415640,0.985122
Zm00001eb314810,Zm00001eb355110,0.962746
Zm00001eb314810,Zm00001eb388060,0.961061
Zm00001eb314810,Zm00001eb306220,0.965104
Zm00001eb314810,Zm00001eb053870,0.951750
Zm00001eb314810,Zm00001eb429450,0.967203
Zm00001eb314810,Zm00001eb112080,0.966576
Zm00001eb314810,Zm00001eb063930,0.971571
Zm00001eb203350,Zm00001eb215870,0.988292
Zm00001eb203350,Zm00001eb370850,0.994943
Zm00001eb203350,Zm00001eb208830,0.959808
Zm00001eb203350,Zm00001eb237820,0.955443
Zm00001eb203350,Zm00001eb295810,0.987556
Zm00001eb203350,Zm00001eb395380,0.975071
Zm00001eb203350,Zm00001eb012440,0.984949
Zm00001eb203350,Zm00001eb258400,0.955328
Zm00001eb203350,Zm00001eb286420,0.980453
Zm00001eb203350,Zm00001eb152810,0.976189
Zm00001eb203350,Zm00001eb385610,0.951000
Zm00001eb203350,Zm00001eb349120,0.989291
Zm00001eb203350,Zm00001eb191020,0.954452
Zm00001eb203350,Zm00001eb157950,0.960331
Zm00001eb203350,Zm00001eb385190,0.960224
Zm00001eb203350,Zm00001eb287710,0.961446
Zm00001eb203350,Zm00001eb186200,0.956896
Zm00001eb203350,Zm00001eb215740,0.951934
Zm00001eb203350,Zm00001eb359500,0.955443
Zm00001eb203350,Zm00001eb279580,0.978323
Zm00001eb203350,Zm00001eb157080,0.954967
Zm00001eb203350,Zm00001eb217440,0.959535
Zm00001eb203350,Zm00001eb397240,0.951422
Zm00001eb424870,Zm00001eb314810,0.970412
Zm00001eb424870,Zm00001eb051340,0.990759
Zm00001eb424870,Zm00001eb062170,0.992266
Zm00001eb424870,Zm00001eb331080,0.973225
Zm00001eb424870,Zm00001eb386370,0.952806
Zm00001eb424870,Zm00001eb235640,0.953406
Zm00001eb424870,Zm00001eb040220,0.984384
Zm00001eb424870,Zm00001eb079950,0.988489
Zm00001eb424870,Zm00001eb041860,0.986193
Zm00001eb424870,Zm00001eb284130,0.992904
Zm00001eb424870,Zm00001eb334160,0.990098
Zm00001eb424870,Zm00001eb360510,0.995965
Zm00001eb424870,Zm00001eb073910,0.974218
Zm00001eb424870,Zm00001eb244670,0.965069
Zm00001eb424870,Zm00001eb144270,0.994920
Zm00001eb424870,Zm00001eb160080,0.988130
Zm00001eb424870,Zm00001eb216500,0.990169
Zm00001eb424870,Zm00001eb264150,0.992849
Zm00001eb424870,Zm00001eb358680,0.964640
Zm00001eb424870,Zm00001eb243260,0.962783
Zm00001eb424870,Zm00001eb198620,0.957178
Zm00001eb424870,Zm00001eb015020,0.994682
Zm00001eb424870,Zm00001eb075640,0.979016
Zm00001eb424870,Zm00001eb082590,0.989720
Zm00001eb424870,Zm00001eb354880,0.985299
Zm00001eb424870,Zm00001eb055920,0.991067
Zm00001eb424870,Zm00001eb154380,0.993119
Zm00001eb424870,Zm00001eb071920,0.988659
Zm00001eb424870,Zm00001eb344540,0.967265
Zm00001eb424870,Zm00001eb172450,0.986336
Zm00001eb424870,Zm00001eb117820,0.989920
Zm00001eb424870,Zm00001eb035180,0.985863
Zm00001eb424870,Zm00001eb264380,0.982889
Zm00001eb424870,Zm00001eb299420,0.975728
Zm00001eb424870,Zm00001eb103060,0.986847
Zm00001eb424870,Zm00001eb421120,0.985807
Zm00001eb424870,Zm00001eb291720,0.977732
Zm00001eb424870,Zm00001eb130180,0.976876
Zm00001eb424870,Zm00001eb202660,0.972203
Zm00001eb424870,Zm00001eb264910,0.968884
Zm00001eb424870,Zm00001eb251820,0.980230
Zm00001eb424870,Zm00001eb227390,0.980598
Zm00001eb424870,Zm00001eb279010,0.981803
Zm00001eb424870,Zm00001eb015320,0.975407
Zm00001eb424870,Zm00001eb204190,0.993233
Zm00001eb424870,Zm00001eb062760,0.966319
Zm00001eb424870,Zm00001eb176440,0.990959
Zm00001eb424870,Zm00001eb167310,0.993097
Zm00001eb424870,Zm00001eb094740,0.959298
Zm00001eb424870,Zm00001eb053870,0.966408
Zm00001eb424870,Zm00001eb112080,0.977729
Zm00001eb424870,Zm00001eb428800,0.956997
Zm00001eb424870,Zm00001eb169410,0.987030
Zm00001eb424870,Zm00001eb187880,0.950582
Zm00001eb424870,Zm00001eb029300,0.984435
Zm00001eb424870,Zm00001eb250620,0.983269
Zm00001eb424870,Zm00001eb271970,0.991340
Zm00001eb424870,Zm00001eb324300,0.993905
Zm00001eb424870,Zm00001eb413890,0.972608
Zm00001eb424870,Zm00001eb073790,0.964161
Zm00001eb424870,Zm00001eb239380,0.958547
Zm00001eb424870,Zm00001eb425230,0.984221
Zm00001eb424870,Zm00001eb243910,0.982427
Zm00001eb424870,Zm00001eb238060,0.963615
Zm00001eb424870,Zm00001eb106720,0.991878
Zm00001eb424870,Zm00001eb176740,0.972595
Zm00001eb424870,Zm00001eb207760,0.972675
Zm00001eb424870,Zm00001eb291470,0.959308
Zm00001eb424870,Zm00001eb319530,0.990078
Zm00001eb424870,Zm00001eb063930,0.953965
Zm00001eb051340,Zm00001eb164530,0.963964
Zm00001eb051340,Zm00001eb269420,0.975178
Zm00001eb051340,Zm00001eb202570,0.960475
Zm00001eb051340,Zm00001eb150830,0.958299
Zm00001eb051340,Zm00001eb361590,0.977319
Zm00001eb051340,Zm00001eb307400,0.975468
Zm00001eb051340,Zm00001eb314810,0.990206
Zm00001eb051340,Zm00001eb264780,0.963270
Zm00001eb051340,Zm00001eb062170,0.988031
Zm00001eb051340,Zm00001eb331080,0.986207
Zm00001eb051340,Zm00001eb386370,0.980070
Zm00001eb051340,Zm00001eb235640,0.980944
Zm00001eb051340,Zm00001eb388280,0.964237
Zm00001eb051340,Zm00001eb040220,0.997499
Zm00001eb051340,Zm00001eb079950,0.981681
Zm00001eb051340,Zm00001eb041860,0.974941
Zm00001eb051340,Zm00001eb284130,0.990104
Zm00001eb051340,Zm00001eb334160,0.993052
Zm00001eb051340,Zm00001eb360510,0.996864
Zm00001eb051340,Zm00001eb073910,0.994633
Zm00001eb051340,Zm00001eb244670,0.969065
Zm00001eb051340,Zm00001eb144270,0.984569
Zm00001eb051340,Zm00001eb160080,0.999096
Zm00001eb051340,Zm00001eb216500,0.994357
Zm00001eb051340,Zm00001eb264150,0.983870
Zm00001eb051340,Zm00001eb358680,0.986708
Zm00001eb051340,Zm00001eb243260,0.957943
Zm00001eb051340,Zm00001eb198620,0.978819
Zm00001eb051340,Zm00001eb015020,0.987873
Zm00001eb051340,Zm00001eb075640,0.968090
Zm00001eb051340,Zm00001eb082590,0.981040
Zm00001eb051340,Zm00001eb354880,0.974359
Zm00001eb051340,Zm00001eb055920,0.984326
Zm00001eb051340,Zm00001eb154380,0.984320
Zm00001eb051340,Zm00001eb071920,0.982187
Zm00001eb051340,Zm00001eb172450,0.958872
Zm00001eb051340,Zm00001eb117820,0.981390
Zm00001eb051340,Zm00001eb035180,0.974902
Zm00001eb051340,Zm00001eb264380,0.971852
Zm00001eb051340,Zm00001eb299420,0.961565
Zm00001eb051340,Zm00001eb103060,0.966084
Zm00001eb051340,Zm00001eb421120,0.957348
Zm00001eb051340,Zm00001eb291720,0.960767
Zm00001eb051340,Zm00001eb130180,0.963035
Zm00001eb051340,Zm00001eb202660,0.957538
Zm00001eb051340,Zm00001eb264910,0.957546
Zm00001eb051340,Zm00001eb251820,0.976462
Zm00001eb051340,Zm00001eb227390,0.978088
Zm00001eb051340,Zm00001eb279010,0.966712
Zm00001eb051340,Zm00001eb204190,0.981466
Zm00001eb051340,Zm00001eb062760,0.983728
Zm00001eb051340,Zm00001eb176440,0.972475
Zm00001eb051340,Zm00001eb167310,0.981315
Zm00001eb051340,Zm00001eb415640,0.959586
Zm00001eb051340,Zm00001eb094740,0.968903
Zm00001eb051340,Zm00001eb306220,0.952185
Zm00001eb051340,Zm00001eb429450,0.966514
Zm00001eb051340,Zm00001eb112080,0.969546
Zm00001eb051340,Zm00001eb428800,0.953144
Zm00001eb051340,Zm00001eb169410,0.956704
Zm00001eb051340,Zm00001eb029300,0.975775
Zm00001eb051340,Zm00001eb250620,0.980663
Zm00001eb051340,Zm00001eb271970,0.965656
Zm00001eb051340,Zm00001eb324300,0.969958
Zm00001eb051340,Zm00001eb425230,0.953127
Zm00001eb051340,Zm00001eb243910,0.956823
Zm00001eb051340,Zm00001eb238060,0.951731
Zm00001eb051340,Zm00001eb106720,0.993986
Zm00001eb051340,Zm00001eb207760,0.958535
Zm00001eb051340,Zm00001eb319530,0.975973
Zm00001eb051340,Zm00001eb063930,0.965866
Zm00001eb264780,Zm00001eb331080,0.977168
Zm00001eb264780,Zm00001eb386370,0.984540
Zm00001eb264780,Zm00001eb235640,0.992963
Zm00001eb264780,Zm00001eb388280,0.966301
Zm00001eb264780,Zm00001eb073910,0.981659
Zm00001eb264780,Zm00001eb198620,0.967848
Zm00001eb264780,Zm00001eb399030,0.985859
Zm00001eb264780,Zm00001eb062760,0.978334
Zm00001eb264780,Zm00001eb406000,0.953439
Zm00001eb264780,Zm00001eb074570,0.960094
Zm00001eb264780,Zm00001eb415640,0.967153
Zm00001eb264780,Zm00001eb355110,0.984788
Zm00001eb264780,Zm00001eb388060,0.960566
Zm00001eb264780,Zm00001eb306220,0.956302
Zm00001eb264780,Zm00001eb429450,0.968979
Zm00001eb264780,Zm00001eb176840,0.963787
Zm00001eb264780,Zm00001eb063930,0.965228
Zm00001eb062170,Zm00001eb164530,0.968616
Zm00001eb062170,Zm00001eb269420,0.960899
Zm00001eb062170,Zm00001eb361590,0.951846
Zm00001eb062170,Zm00001eb307400,0.959459
Zm00001eb062170,Zm00001eb314810,0.980831
Zm00001eb062170,Zm00001eb331080,0.990432
Zm00001eb062170,Zm00001eb386370,0.967360
Zm00001eb062170,Zm00001eb235640,0.971689
Zm00001eb062170,Zm00001eb388280,0.960881
Zm00001eb062170,Zm00001eb040220,0.981377
Zm00001eb062170,Zm00001eb079950,0.995064
Zm00001eb062170,Zm00001eb041860,0.992827
Zm00001eb062170,Zm00001eb284130,0.996071
Zm00001eb062170,Zm00001eb334160,0.988810
Zm00001eb062170,Zm00001eb360510,0.993375
Zm00001eb062170,Zm00001eb073910,0.976676
Zm00001eb062170,Zm00001eb244670,0.982468
Zm00001eb062170,Zm00001eb144270,0.990949
Zm00001eb062170,Zm00001eb295700,0.966444
Zm00001eb062170,Zm00001eb160080,0.981350
Zm00001eb062170,Zm00001eb216500,0.996214
Zm00001eb062170,Zm00001eb264150,0.981272
Zm00001eb062170,Zm00001eb358680,0.973293
Zm00001eb062170,Zm00001eb243260,0.969783
Zm00001eb062170,Zm00001eb198620,0.955129
Zm00001eb062170,Zm00001eb015020,0.984425
Zm00001eb062170,Zm00001eb075640,0.951779
Zm00001eb062170,Zm00001eb082590,0.969307
Zm00001eb062170,Zm00001eb354880,0.961890
Zm00001eb062170,Zm00001eb055920,0.974893
Zm00001eb062170,Zm00001eb154380,0.979206
Zm00001eb062170,Zm00001eb071920,0.967098
Zm00001eb062170,Zm00001eb172450,0.966634
Zm00001eb062170,Zm00001eb117820,0.971930
Zm00001eb062170,Zm00001eb035180,0.964161
Zm00001eb062170,Zm00001eb264380,0.959002
Zm00001eb062170,Zm00001eb103060,0.967117
Zm00001eb062170,Zm00001eb421120,0.964515
Zm00001eb062170,Zm00001eb291720,0.950560
Zm00001eb062170,Zm00001eb251820,0.954278
Zm00001eb062170,Zm00001eb227390,0.976766
Zm00001eb062170,Zm00001eb279010,0.965694
Zm00001eb062170,Zm00001eb015320,0.957727
Zm00001eb062170,Zm00001eb204190,0.997378
Zm00001eb062170,Zm00001eb062760,0.983186
Zm00001eb062170,Zm00001eb176440,0.990048
Zm00001eb062170,Zm00001eb167310,0.978861
Zm00001eb062170,Zm00001eb415640,0.965855
Zm00001eb062170,Zm00001eb094740,0.970381
Zm00001eb062170,Zm00001eb379550,0.964717
Zm00001eb062170,Zm00001eb388060,0.969104
Zm00001eb062170,Zm00001eb306220,0.977436
Zm00001eb062170,Zm00001eb053870,0.983703
Zm00001eb062170,Zm00001eb429450,0.968753
Zm00001eb062170,Zm00001eb112080,0.995181
Zm00001eb062170,Zm00001eb169410,0.975553
Zm00001eb062170,Zm00001eb029300,0.956581
Zm00001eb062170,Zm00001eb250620,0.970546
Zm00001eb062170,Zm00001eb271970,0.977560
Zm00001eb062170,Zm00001eb324300,0.983024
Zm00001eb062170,Zm00001eb425230,0.969973
Zm00001eb062170,Zm00001eb243910,0.986070
Zm00001eb062170,Zm00001eb106720,0.998327
Zm00001eb062170,Zm00001eb176740,0.968625
Zm00001eb062170,Zm00001eb207760,0.956362
Zm00001eb062170,Zm00001eb319530,0.997159
Zm00001eb062170,Zm00001eb063930,0.980675
Zm00001eb331080,Zm00001eb386370,0.990627
Zm00001eb331080,Zm00001eb235640,0.993882
Zm00001eb331080,Zm00001eb388280,0.985531
Zm00001eb331080,Zm00001eb073910,0.983870
Zm00001eb331080,Zm00001eb295700,0.963942
Zm00001eb331080,Zm00001eb243260,0.950650
Zm00001eb331080,Zm00001eb198620,0.957463
Zm00001eb331080,Zm00001eb062760,0.998199
Zm00001eb331080,Zm00001eb415640,0.968404
Zm00001eb331080,Zm00001eb355110,0.963484
Zm00001eb331080,Zm00001eb379550,0.968618
Zm00001eb331080,Zm00001eb388060,0.987444
