"gene_id","cell_type","marker_rank","source_cell_type","input_order","rank_value","n_markers"
"Zm00001eb404070","Leaf_epidermis",31,"Leaf_epidermis",655,31,33
"Zm00001eb182920","Leaf_epidermis",32,"Leaf_epidermis",656,32,33
"Zm00001eb207430","Leaf_epidermis",33,"Leaf_epidermis",657,33,33
"Zm00001eb346760","Leaf_guard_cell",1,"Leaf_guard_cell",658,1,45
"Zm00001eb359220","Leaf_guard_cell",2,"Leaf_guard_cell",659,2,45
"Zm00001eb360130","Leaf_guard_cell",3,"Leaf_guard_cell",660,3,45
"Zm00001eb367690","Leaf_guard_cell",4,"Leaf_guard_cell",661,4,45
"Zm00001eb247690","Leaf_guard_cell",5,"Leaf_guard_cell",662,5,45
"Zm00001eb306210","Leaf_guard_cell",6,"Leaf_guard_cell",663,6,45
"Zm00001eb424350","Leaf_guard_cell",7,"Leaf_guard_cell",664,7,45
"Zm00001eb035230","Leaf_guard_cell",8,"Leaf_guard_cell",665,8,45
"Zm00001eb052250","Leaf_guard_cell",9,"Leaf_guard_cell",666,9,45
"Zm00001eb344960","Leaf_guard_cell",10,"Leaf_guard_cell",667,10,45
"Zm00001eb224230","Leaf_guard_cell",11,"Leaf_guard_cell",668,11,45
"Zm00001eb120180","Leaf_guard_cell",12,"Leaf_guard_cell",669,12,45
"Zm00001eb093440","Leaf_guard_cell",13,"Leaf_guard_cell",670,13,45
"Zm00001eb178280","Leaf_guard_cell",14,"Leaf_guard_cell",671,14,45
"Zm00001eb131090","Leaf_guard_cell",15,"Leaf_guard_cell",672,15,45
"Zm00001eb288790","Leaf_guard_cell",16,"Leaf_guard_cell",673,16,45
"Zm00001eb051510","Leaf_guard_cell",17,"Leaf_guard_cell",674,17,45
"Zm00001eb128620","Leaf_guard_cell",18,"Leaf_guard_cell",675,18,45
"Zm00001eb280210","Leaf_guard_cell",19,"Leaf_guard_cell",676,19,45
"Zm00001eb219160","Leaf_guard_cell",20,"Leaf_guard_cell",677,20,45
"Zm00001eb158770","Leaf_guard_cell",21,"Leaf_guard_cell",678,21,45
"Zm00001eb084630","Leaf_guard_cell",22,"Leaf_guard_cell",679,22,45
"Zm00001eb073420","Leaf_guard_cell",23,"Leaf_guard_cell",680,23,45
"Zm00001eb433980","Leaf_guard_cell",24,"Leaf_guard_cell",681,24,45
"Zm00001eb007490","Leaf_guard_cell",25,"Leaf_guard_cell",682,25,45
"Zm00001eb417810","Leaf_guard_cell",26,"Leaf_guard_cell",683,26,45
"Zm00001eb063230","Leaf_guard_cell",27,"Leaf_guard_cell",684,27,45
"Zm00001eb034940","Leaf_guard_cell",28,"Leaf_guard_cell",685,28,45
"Zm00001eb431200","Leaf_guard_cell",29,"Leaf_guard_cell",686,29,45
"Zm00001eb177150","Leaf_guard_cell",30,"Leaf_guard_cell",687,30,45
"Zm00001eb053800","Leaf_guard_cell",31,"Leaf_guard_cell",688,31,45
"Zm00001eb160310","Leaf_guard_cell",32,"Leaf_guard_cell",689,32,45
"Zm00001eb060780","Leaf_guard_cell",33,"Leaf_guard_cell",690,33,45
"Zm00001eb275520","Leaf_guard_cell",34,"Leaf_guard_cell",691,34,45
"Zm00001eb278480","Leaf_guard_cell",35,"Leaf_guard_cell",692,35,45
"Zm00001eb294170","Leaf_guard_cell",36,"Leaf_guard_cell",693,36,45
"Zm00001eb137180","Leaf_guard_cell",37,"Leaf_guard_cell",694,37,45
"Zm00001eb152790","Leaf_guard_cell",38,"Leaf_guard_cell",695,38,45
"Zm00001eb162190","Leaf_guard_cell",39,"Leaf_guard_cell",696,39,45
"Zm00001eb167820","Leaf_guard_cell",40,"Leaf_guard_cell",697,40,45
"Zm00001eb174560","Leaf_guard_cell",41,"Leaf_guard_cell",698,41,45
"Zm00001eb174880","Leaf_guard_cell",42,"Leaf_guard_cell",699,42,45
"Zm00001eb185840","Leaf_guard_cell",43,"Leaf_guard_cell",700,43,45
"Zm00001eb204640","Leaf_guard_cell",44,"Leaf_guard_cell",701,44,45
"Zm00001eb206610","Leaf_guard_cell",45,"Leaf_guard_cell",702,45,45
"Zm00001eb069040","Leaf_primordium",1,"Leaf_primordium",703,1,86
"Zm00001eb093210","Leaf_primordium",2,"Leaf_primordium",704,2,86
"Zm00001eb098500","Leaf_primordium",3,"Leaf_primordium",705,3,86
"Zm00001eb103950","Leaf_primordium",4,"Leaf_primordium",706,4,86
"Zm00001eb106760","Leaf_primordium",5,"Leaf_primordium",707,5,86
"Zm00001eb110510","Leaf_primordium",6,"Leaf_primordium",708,6,86
"Zm00001eb111850","Leaf_primordium",7,"Leaf_primordium",709,7,86
"Zm00001eb343720","Leaf_primordium",8,"Leaf_primordium",710,8,86
"Zm00001eb212480","Leaf_primordium",9,"Leaf_primordium",711,9,86
"Zm00001eb220910","Leaf_primordium",10,"Leaf_primordium",712,10,86
"Zm00001eb228920","Leaf_primordium",11,"Leaf_primordium",713,11,86
"Zm00001eb249200","Leaf_primordium",12,"Leaf_primordium",714,12,86
"Zm00001eb165550","Leaf_primordium",13,"Leaf_primordium",715,13,86
"Zm00001eb166850","Leaf_primordium",14,"Leaf_primordium",716,14,86
"Zm00001eb165610","Leaf_primordium",15,"Leaf_primordium",717,15,86
"Zm00001eb016200","Leaf_primordium",16,"Leaf_primordium",718,16,86
"Zm00001eb034220","Leaf_primordium",17,"Leaf_primordium",719,17,86
"Zm00001eb296090","Leaf_primordium",18,"Leaf_primordium",720,18,86
"Zm00001eb184780","Leaf_primordium",19,"Leaf_primordium",721,19,86
"Zm00001eb096930","Leaf_primordium",20,"Leaf_primordium",722,20,86
"Zm00001eb264630","Leaf_primordium",21,"Leaf_primordium",723,21,86
"Zm00001eb294690","Leaf_primordium",22,"Leaf_primordium",724,22,86
"Zm00001eb387920","Leaf_primordium",23,"Leaf_primordium",725,23,86
"Zm00001eb255240","Leaf_primordium",24,"Leaf_primordium",726,24,86
"Zm00001eb236430","Leaf_primordium",25,"Leaf_primordium",727,25,86
"Zm00001eb082720","Leaf_primordium",26,"Leaf_primordium",728,26,86
"Zm00001eb165620","Leaf_primordium",27,"Leaf_primordium",729,27,86
"Zm00001eb080410","Leaf_primordium",28,"Leaf_primordium",730,28,86
"Zm00001eb190920","Leaf_primordium",29,"Leaf_primordium",731,29,86
"Zm00001eb265000","Leaf_primordium",30,"Leaf_primordium",732,30,86
"Zm00001eb106660","Leaf_primordium",31,"Leaf_primordium",733,31,86
"Zm00001eb356370","Leaf_primordium",32,"Leaf_primordium",734,32,86
"Zm00001eb146500","Leaf_primordium",33,"Leaf_primordium",735,33,86
"Zm00001eb157310","Leaf_primordium",34,"Leaf_primordium",736,34,86
"Zm00001eb160820","Leaf_primordium",35,"Leaf_primordium",737,35,86
"Zm00001eb240670","Leaf_primordium",36,"Leaf_primordium",738,36,86
"Zm00001eb009340","Leaf_primordium",37,"Leaf_primordium",739,37,86
"Zm00001eb184610","Leaf_primordium",38,"Leaf_primordium",740,38,86
"Zm00001eb229460","Leaf_primordium",39,"Leaf_primordium",741,39,86
"Zm00001eb032290","Leaf_primordium",40,"Leaf_primordium",742,40,86
"Zm00001eb002830","Leaf_primordium",41,"Leaf_primordium",743,41,86
"Zm00001eb066790","Leaf_primordium",42,"Leaf_primordium",744,42,86
"Zm00001eb248640","Leaf_primordium",43,"Leaf_primordium",745,43,86
"Zm00001eb374090","Leaf_primordium",44,"Leaf_primordium",746,44,86
"Zm00001eb039350","Leaf_primordium",45,"Leaf_primordium",747,45,86
"Zm00001eb077700","Leaf_primordium",46,"Leaf_primordium",748,46,86
"Zm00001eb145100","Leaf_primordium",47,"Leaf_primordium",749,47,86
"Zm00001eb162930","Leaf_primordium",48,"Leaf_primordium",750,48,86
"Zm00001eb233230","Leaf_primordium",49,"Leaf_primordium",751,49,86
"Zm00001eb386320","Leaf_primordium",50,"Leaf_primordium",752,50,86
"Zm00001eb099980","Leaf_primordium",51,"Leaf_primordium",753,51,86
"Zm00001eb045780","Leaf_primordium",52,"Leaf_primordium",754,52,86
"Zm00001eb065430","Leaf_primordium",53,"Leaf_primordium",755,53,86
"Zm00001eb239380","Leaf_primordium",54,"Leaf_primordium",756,54,86
"Zm00001eb103100","Leaf_primordium",55,"Leaf_primordium",757,55,86
"Zm00001eb322850","Leaf_primordium",56,"Leaf_primordium",758,56,86
"Zm00001eb323330","Leaf_primordium",57,"Leaf_primordium",759,57,86
"Zm00001eb008080","Leaf_primordium",58,"Leaf_primordium",760,58,86
"Zm00001eb014210","Leaf_primordium",59,"Leaf_primordium",761,59,86
"Zm00001eb063220","Leaf_primordium",60,"Leaf_primordium",762,60,86
"Zm00001eb294350","Leaf_primordium",61,"Leaf_primordium",763,61,86
"Zm00001eb143640","Leaf_primordium",62,"Leaf_primordium",764,62,86
"Zm00001eb151950","Leaf_primordium",63,"Leaf_primordium",765,63,86
"Zm00001eb154790","Leaf_primordium",64,"Leaf_primordium",766,64,86
"Zm00001eb378110","Leaf_primordium",65,"Leaf_primordium",767,65,86
"Zm00001eb394970","Leaf_primordium",66,"Leaf_primordium",768,66,86
"Zm00001eb397270","Leaf_primordium",67,"Leaf_primordium",769,67,86
"Zm00001eb171410","Leaf_primordium",68,"Leaf_primordium",770,68,86
"Zm00001eb196640","Leaf_primordium",69,"Leaf_primordium",771,69,86
"Zm00001eb090830","Leaf_primordium",70,"Leaf_primordium",772,70,86
"Zm00001eb345750","Leaf_primordium",71,"Leaf_primordium",773,71,86
"Zm00001eb015620","Leaf_primordium",72,"Leaf_primordium",774,72,86
"Zm00001eb223620","Leaf_primordium",73,"Leaf_primordium",775,73,86
"Zm00001eb153600","Leaf_primordium",74,"Leaf_primordium",776,74,86
"Zm00001eb403640","Leaf_primordium",75,"Leaf_primordium",777,75,86
"Zm00001eb097730","Leaf_primordium",76,"Leaf_primordium",778,76,86
"Zm00001eb189920","Leaf_primordium",77,"Leaf_primordium",779,77,86
"Zm00001eb193920","Leaf_primordium",78,"Leaf_primordium",780,78,86
"Zm00001eb006530","Leaf_primordium",79,"Leaf_primordium",781,79,86
"Zm00001eb251200","Leaf_primordium",80,"Leaf_primordium",782,80,86
"Zm00001eb103260","Leaf_primordium",81,"Leaf_primordium",783,81,86
"Zm00001eb136500","Leaf_primordium",82,"Leaf_primordium",784,82,86
"Zm00001eb067730","Leaf_primordium",83,"Leaf_primordium",785,83,86
"Zm00001eb101190","Leaf_primordium",84,"Leaf_primordium",786,84,86
"Zm00001eb041450","Leaf_primordium",85,"Leaf_primordium",787,85,86
"Zm00001eb100800","Leaf_primordium",86,"Leaf_primordium",788,86,86
"Zm00001eb043600","Leaf_rim",1,"Leaf_rim",789,1,9
"Zm00001eb266530","Leaf_rim",2,"Leaf_rim",790,2,9
"Zm00001eb146910","Leaf_rim",3,"Leaf_rim",791,3,9
"Zm00001eb104350","Leaf_rim",4,"Leaf_rim",792,4,9
"Zm00001eb354610","Leaf_rim",5,"Leaf_rim",793,5,9
"Zm00001eb301170","Leaf_rim",6,"Leaf_rim",794,6,9
"Zm00001eb360750","Leaf_rim",7,"Leaf_rim",795,7,9
"Zm00001eb075320","Leaf_rim",8,"Leaf_rim",796,8,9
"Zm00001eb156190","Leaf_rim",9,"Leaf_rim",797,9,9
"Zm00001eb071980","Leaf_subsidiary_cell",1,"Leaf_subsidiary_cell",798,1,68
"Zm00001eb095890","Leaf_subsidiary_cell",2,"Leaf_subsidiary_cell",799,2,68
"Zm00001eb107020","Leaf_subsidiary_cell",3,"Leaf_subsidiary_cell",800,3,68
"Zm00001eb333320","Leaf_subsidiary_cell",4,"Leaf_subsidiary_cell",801,4,68
"Zm00001eb354450","Leaf_subsidiary_cell",5,"Leaf_subsidiary_cell",802,5,68
"Zm00001eb214250","Leaf_subsidiary_cell",6,"Leaf_subsidiary_cell",803,6,68
"Zm00001eb233760","Leaf_subsidiary_cell",7,"Leaf_subsidiary_cell",804,7,68
"Zm00001eb257160","Leaf_subsidiary_cell",8,"Leaf_subsidiary_cell",805,8,68
"Zm00001eb324250","Leaf_subsidiary_cell",9,"Leaf_subsidiary_cell",806,9,68
"Zm00001eb324450","Leaf_subsidiary_cell",10,"Leaf_subsidiary_cell",807,10,68
"Zm00001eb325220","Leaf_subsidiary_cell",11,"Leaf_subsidiary_cell",808,11,68
"Zm00001eb329570","Leaf_subsidiary_cell",12,"Leaf_subsidiary_cell",809,12,68
"Zm00001eb405720","Leaf_subsidiary_cell",13,"Leaf_subsidiary_cell",810,13,68
"Zm00001eb423290","Leaf_subsidiary_cell",14,"Leaf_subsidiary_cell",811,14,68
"Zm00001eb428840","Leaf_subsidiary_cell",15,"Leaf_subsidiary_cell",812,15,68
"Zm00001eb002480","Leaf_subsidiary_cell",16,"Leaf_subsidiary_cell",813,16,68
"Zm00001eb018700","Leaf_subsidiary_cell",17,"Leaf_subsidiary_cell",814,17,68
"Zm00001eb031250","Leaf_subsidiary_cell",18,"Leaf_subsidiary_cell",815,18,68
"Zm00001eb288410","Leaf_subsidiary_cell",19,"Leaf_subsidiary_cell",816,19,68
"Zm00001eb199730","Leaf_subsidiary_cell",20,"Leaf_subsidiary_cell",817,20,68
"Zm00001eb261660","Leaf_subsidiary_cell",21,"Leaf_subsidiary_cell",818,21,68
"Zm00001eb399450","Leaf_subsidiary_cell",22,"Leaf_subsidiary_cell",819,22,68
"Zm00001eb041840","Leaf_subsidiary_cell",23,"Leaf_subsidiary_cell",820,23,68
"Zm00001eb158420","Leaf_subsidiary_cell",24,"Leaf_subsidiary_cell",821,24,68
"Zm00001eb398370","Leaf_subsidiary_cell",25,"Leaf_subsidiary_cell",822,25,68
"Zm00001eb371430","Leaf_subsidiary_cell",26,"Leaf_subsidiary_cell",823,26,68
"Zm00001eb263060","Leaf_subsidiary_cell",27,"Leaf_subsidiary_cell",824,27,68
"Zm00001eb317890","Leaf_subsidiary_cell",28,"Leaf_subsidiary_cell",825,28,68
"Zm00001eb366610","Leaf_subsidiary_cell",29,"Leaf_subsidiary_cell",826,29,68
"Zm00001eb165860","Leaf_subsidiary_cell",30,"Leaf_subsidiary_cell",827,30,68
"Zm00001eb348530","Leaf_subsidiary_cell",31,"Leaf_subsidiary_cell",828,31,68
"Zm00001eb034100","Leaf_subsidiary_cell",32,"Leaf_subsidiary_cell",829,32,68
"Zm00001eb163120","Leaf_subsidiary_cell",33,"Leaf_subsidiary_cell",830,33,68
"Zm00001eb189220","Leaf_subsidiary_cell",34,"Leaf_subsidiary_cell",831,34,68
"Zm00001eb330710","Leaf_subsidiary_cell",35,"Leaf_subsidiary_cell",832,35,68
"Zm00001eb359720","Leaf_subsidiary_cell",36,"Leaf_subsidiary_cell",833,36,68
"Zm00001eb232070","Leaf_subsidiary_cell",37,"Leaf_subsidiary_cell",834,37,68
"Zm00001eb156680","Leaf_subsidiary_cell",38,"Leaf_subsidiary_cell",835,38,68
"Zm00001eb416770","Leaf_subsidiary_cell",39,"Leaf_subsidiary_cell",836,39,68
"Zm00001eb363430","Leaf_subsidiary_cell",40,"Leaf_subsidiary_cell",837,40,68
"Zm00001eb072360","Leaf_subsidiary_cell",41,"Leaf_subsidiary_cell",838,41,68
"Zm00001eb408860","Leaf_subsidiary_cell",42,"Leaf_subsidiary_cell",839,42,68
"Zm00001eb024960","Leaf_subsidiary_cell",43,"Leaf_subsidiary_cell",840,43,68
"Zm00001eb407710","Leaf_subsidiary_cell",44,"Leaf_subsidiary_cell",841,44,68
"Zm00001eb321680","Leaf_subsidiary_cell",45,"Leaf_subsidiary_cell",842,45,68
"Zm00001eb425660","Leaf_subsidiary_cell",46,"Leaf_subsidiary_cell",843,46,68
"Zm00001eb378700","Leaf_subsidiary_cell",47,"Leaf_subsidiary_cell",844,47,68
"Zm00001eb204180","Leaf_subsidiary_cell",48,"Leaf_subsidiary_cell",845,48,68
"Zm00001eb401240","Leaf_subsidiary_cell",49,"Leaf_subsidiary_cell",846,49,68
"Zm00001eb030420","Leaf_subsidiary_cell",50,"Leaf_subsidiary_cell",847,50,68
"Zm00001eb111990","Leaf_subsidiary_cell",51,"Leaf_subsidiary_cell",848,51,68
"Zm00001eb285830","Leaf_subsidiary_cell",52,"Leaf_subsidiary_cell",849,52,68
"Zm00001eb008920","Leaf_subsidiary_cell",53,"Leaf_subsidiary_cell",850,53,68
"Zm00001eb241920","Leaf_subsidiary_cell",54,"Leaf_subsidiary_cell",851,54,68
"Zm00001eb237680","Leaf_subsidiary_cell",55,"Leaf_subsidiary_cell",852,55,68
"Zm00001eb097940","Leaf_subsidiary_cell",56,"Leaf_subsidiary_cell",853,56,68
"Zm00001eb273360","Leaf_subsidiary_cell",57,"Leaf_subsidiary_cell",854,57,68
"Zm00001eb275240","Leaf_subsidiary_cell",58,"Leaf_subsidiary_cell",855,58,68
"Zm00001eb283600","Leaf_subsidiary_cell",59,"Leaf_subsidiary_cell",856,59,68
"Zm00001eb143340","Leaf_subsidiary_cell",60,"Leaf_subsidiary_cell",857,60,68
"Zm00001eb159110","Leaf_subsidiary_cell",61,"Leaf_subsidiary_cell",858,61,68
"Zm00001eb374080","Leaf_subsidiary_cell",62,"Leaf_subsidiary_cell",859,62,68
"Zm00001eb381920","Leaf_subsidiary_cell",63,"Leaf_subsidiary_cell",860,63,68
"Zm00001eb387500","Leaf_subsidiary_cell",64,"Leaf_subsidiary_cell",861,64,68
"Zm00001eb388600","Leaf_subsidiary_cell",65,"Leaf_subsidiary_cell",862,65,68
"Zm00001eb378490","Leaf_subsidiary_cell",66,"Leaf_subsidiary_cell",863,66,68
"Zm00001eb167910","Leaf_subsidiary_cell",67,"Leaf_subsidiary_cell",864,67,68
"Zm00001eb198790","Leaf_subsidiary_cell",68,"Leaf_subsidiary_cell",865,68,68
"Zm00001eb084520","Mesophyll",1,"Mesophyll",866,1,100
"Zm00001eb084450","Mesophyll",2,"Mesophyll",867,2,100
"Zm00001eb031900","Mesophyll",3,"Mesophyll",868,3,100
"Zm00001eb031870","Mesophyll",4,"Mesophyll",869,4,100
"Zm00001eb373710","Mesophyll",5,"Mesophyll",870,5,100
"Zm00001eb190150","Mesophyll",6,"Mesophyll",871,6,100
"Zm00001eb353340","Mesophyll",7,"Mesophyll",872,7,100
"Zm00001eb065580","Mesophyll",8,"Mesophyll",873,8,100
"Zm00001eb066320","Mesophyll",9,"Mesophyll",874,9,100
"Zm00001eb066470","Mesophyll",10,"Mesophyll",875,10,100
"Zm00001eb066610","Mesophyll",11,"Mesophyll",876,11,100
"Zm00001eb066660","Mesophyll",12,"Mesophyll",877,12,100
"Zm00001eb066670","Mesophyll",13,"Mesophyll",878,13,100
"Zm00001eb067150","Mesophyll",14,"Mesophyll",879,14,100
"Zm00001eb067280","Mesophyll",15,"Mesophyll",880,15,100
"Zm00001eb067450","Mesophyll",16,"Mesophyll",881,16,100
"Zm00001eb067580","Mesophyll",17,"Mesophyll",882,17,100
"Zm00001eb068110","Mesophyll",18,"Mesophyll",883,18,100
"Zm00001eb068620","Mesophyll",19,"Mesophyll",884,19,100
"Zm00001eb069200","Mesophyll",20,"Mesophyll",885,20,100
"Zm00001eb069280","Mesophyll",21,"Mesophyll",886,21,100
"Zm00001eb070100","Mesophyll",22,"Mesophyll",887,22,100
"Zm00001eb070130","Mesophyll",23,"Mesophyll",888,23,100
"Zm00001eb070260","Mesophyll",24,"Mesophyll",889,24,100
"Zm00001eb070410","Mesophyll",25,"Mesophyll",890,25,100
"Zm00001eb070460","Mesophyll",26,"Mesophyll",891,26,100
"Zm00001eb071100","Mesophyll",27,"Mesophyll",892,27,100
"Zm00001eb071570","Mesophyll",28,"Mesophyll",893,28,100
"Zm00001eb071600","Mesophyll",29,"Mesophyll",894,29,100
"Zm00001eb071700","Mesophyll",30,"Mesophyll",895,30,100
"Zm00001eb072000","Mesophyll",31,"Mesophyll",896,31,100
"Zm00001eb072050","Mesophyll",32,"Mesophyll",897,32,100
"Zm00001eb072220","Mesophyll",33,"Mesophyll",898,33,100
"Zm00001eb072570","Mesophyll",34,"Mesophyll",899,34,100
"Zm00001eb073280","Mesophyll",35,"Mesophyll",900,35,100
"Zm00001eb073630","Mesophyll",36,"Mesophyll",901,36,100
"Zm00001eb074350","Mesophyll",37,"Mesophyll",902,37,100
"Zm00001eb075660","Mesophyll",38,"Mesophyll",903,38,100
"Zm00001eb075740","Mesophyll",39,"Mesophyll",904,39,100
"Zm00001eb075800","Mesophyll",40,"Mesophyll",905,40,100
"Zm00001eb075960","Mesophyll",41,"Mesophyll",906,41,100
"Zm00001eb076680","Mesophyll",42,"Mesophyll",907,42,100
"Zm00001eb077540","Mesophyll",43,"Mesophyll",908,43,100
"Zm00001eb077870","Mesophyll",44,"Mesophyll",909,44,100
"Zm00001eb077930","Mesophyll",45,"Mesophyll",910,45,100
"Zm00001eb078110","Mesophyll",46,"Mesophyll",911,46,100
"Zm00001eb078640","Mesophyll",47,"Mesophyll",912,47,100
"Zm00001eb078880","Mesophyll",48,"Mesophyll",913,48,100
"Zm00001eb079330","Mesophyll",49,"Mesophyll",914,49,100
"Zm00001eb079420","Mesophyll",50,"Mesophyll",915,50,100
"Zm00001eb079490","Mesophyll",51,"Mesophyll",916,51,100
"Zm00001eb079540","Mesophyll",52,"Mesophyll",917,52,100
"Zm00001eb080480","Mesophyll",53,"Mesophyll",918,53,100
"Zm00001eb080490","Mesophyll",54,"Mesophyll",919,54,100
"Zm00001eb080610","Mesophyll",55,"Mesophyll",920,55,100
"Zm00001eb080680","Mesophyll",56,"Mesophyll",921,56,100
"Zm00001eb080810","Mesophyll",57,"Mesophyll",922,57,100
"Zm00001eb081420","Mesophyll",58,"Mesophyll",923,58,100
"Zm00001eb081650","Mesophyll",59,"Mesophyll",924,59,100
"Zm00001eb081750","Mesophyll",60,"Mesophyll",925,60,100
"Zm00001eb082070","Mesophyll",61,"Mesophyll",926,61,100
"Zm00001eb082290","Mesophyll",62,"Mesophyll",927,62,100
"Zm00001eb082320","Mesophyll",63,"Mesophyll",928,63,100
"Zm00001eb082750","Mesophyll",64,"Mesophyll",929,64,100
"Zm00001eb082820","Mesophyll",65,"Mesophyll",930,65,100
"Zm00001eb082890","Mesophyll",66,"Mesophyll",931,66,100
"Zm00001eb083520","Mesophyll",67,"Mesophyll",932,67,100
"Zm00001eb084890","Mesophyll",68,"Mesophyll",933,68,100
"Zm00001eb085130","Mesophyll",69,"Mesophyll",934,69,100
"Zm00001eb085170","Mesophyll",70,"Mesophyll",935,70,100
"Zm00001eb085200","Mesophyll",71,"Mesophyll",936,71,100
"Zm00001eb085240","Mesophyll",72,"Mesophyll",937,72,100
"Zm00001eb085540","Mesophyll",73,"Mesophyll",938,73,100
"Zm00001eb085730","Mesophyll",74,"Mesophyll",939,74,100
"Zm00001eb085850","Mesophyll",75,"Mesophyll",940,75,100
"Zm00001eb086050","Mesophyll",76,"Mesophyll",941,76,100
"Zm00001eb086540","Mesophyll",77,"Mesophyll",942,77,100
"Zm00001eb086990","Mesophyll",78,"Mesophyll",943,78,100
"Zm00001eb087570","Mesophyll",79,"Mesophyll",944,79,100
"Zm00001eb088220","Mesophyll",80,"Mesophyll",945,80,100
"Zm00001eb088270","Mesophyll",81,"Mesophyll",946,81,100
"Zm00001eb088350","Mesophyll",82,"Mesophyll",947,82,100
"Zm00001eb088500","Mesophyll",83,"Mesophyll",948,83,100
"Zm00001eb088830","Mesophyll",84,"Mesophyll",949,84,100
"Zm00001eb089020","Mesophyll",85,"Mesophyll",950,85,100
"Zm00001eb089980","Mesophyll",86,"Mesophyll",951,86,100
"Zm00001eb090170","Mesophyll",87,"Mesophyll",952,87,100
"Zm00001eb090700","Mesophyll",88,"Mesophyll",953,88,100
"Zm00001eb091620","Mesophyll",89,"Mesophyll",954,89,100
"Zm00001eb091850","Mesophyll",90,"Mesophyll",955,90,100
"Zm00001eb093800","Mesophyll",91,"Mesophyll",956,91,100
"Zm00001eb093890","Mesophyll",92,"Mesophyll",957,92,100
"Zm00001eb094310","Mesophyll",93,"Mesophyll",958,93,100
"Zm00001eb094910","Mesophyll",94,"Mesophyll",959,94,100
"Zm00001eb095030","Mesophyll",95,"Mesophyll",960,95,100
"Zm00001eb095230","Mesophyll",96,"Mesophyll",961,96,100
"Zm00001eb095500","Mesophyll",97,"Mesophyll",962,97,100
"Zm00001eb095960","Mesophyll",98,"Mesophyll",963,98,100
"Zm00001eb096120","Mesophyll",99,"Mesophyll",964,99,100
"Zm00001eb096480","Mesophyll",100,"Mesophyll",965,100,100
"Zm00001eb260450","Pavement_cell_A",1,"Pavement_cell-A",3541,1,37
"Zm00001eb104070","Pavement_cell_A",2,"Pavement_cell-A",3542,2,37
"Zm00001eb317940","Pavement_cell_A",3,"Pavement_cell-A",3543,3,37
"Zm00001eb405040","Pavement_cell_A",4,"Pavement_cell-A",3544,4,37
"Zm00001eb423900","Pavement_cell_A",5,"Pavement_cell-A",3545,5,37
"Zm00001eb289000","Pavement_cell_A",6,"Pavement_cell-A",3546,6,37
"Zm00001eb376160","Pavement_cell_A",7,"Pavement_cell-A",3547,7,37
"Zm00001eb159020","Pavement_cell_A",8,"Pavement_cell-A",3548,8,37
"Zm00001eb067380","Pavement_cell_A",9,"Pavement_cell-A",3549,9,37
"Zm00001eb048110","Pavement_cell_A",10,"Pavement_cell-A",3550,10,37
"Zm00001eb198030","Pavement_cell_A",11,"Pavement_cell-A",3551,11,37
"Zm00001eb421120","Pavement_cell_A",12,"Pavement_cell-A",3552,12,37
"Zm00001eb429330","Pavement_cell_A",13,"Pavement_cell-A",3553,13,37
"Zm00001eb374220","Pavement_cell_A",14,"Pavement_cell-A",3554,14,37
"Zm00001eb163860","Pavement_cell_A",15,"Pavement_cell-A",3555,15,37
"Zm00001eb004550","Pavement_cell_A",16,"Pavement_cell-A",3556,16,37
"Zm00001eb264980","Pavement_cell_A",17,"Pavement_cell-A",3557,17,37
"Zm00001eb233720","Pavement_cell_A",18,"Pavement_cell-A",3558,18,37
"Zm00001eb247630","Pavement_cell_A",19,"Pavement_cell-A",3559,19,37
"Zm00001eb157110","Pavement_cell_A",20,"Pavement_cell-A",3560,20,37
"Zm00001eb245960","Pavement_cell_A",21,"Pavement_cell-A",3561,21,37
"Zm00001eb346580","Pavement_cell_A",22,"Pavement_cell-A",3562,22,37
"Zm00001eb289400","Pavement_cell_A",23,"Pavement_cell-A",3563,23,37
"Zm00001eb162210","Pavement_cell_A",24,"Pavement_cell-A",3564,24,37
"Zm00001eb123630","Pavement_cell_A",25,"Pavement_cell-A",3565,25,37
"Zm00001eb322580","Pavement_cell_A",26,"Pavement_cell-A",3566,26,37
"Zm00001eb154820","Pavement_cell_A",27,"Pavement_cell-A",3567,27,37
"Zm00001eb150370","Pavement_cell_A",28,"Pavement_cell-A",3568,28,37
"Zm00001eb192910","Pavement_cell_A",29,"Pavement_cell-A",3569,29,37
"Zm00001eb061470","Pavement_cell_A",30,"Pavement_cell-A",3570,30,37
"Zm00001eb295010","Pavement_cell_A",31,"Pavement_cell-A",3571,31,37
"Zm00001eb121240","Pavement_cell_A",32,"Pavement_cell-A",3572,32,37
"Zm00001eb146380","Pavement_cell_A",33,"Pavement_cell-A",3573,33,37
"Zm00001eb378720","Pavement_cell_A",34,"Pavement_cell-A",3574,34,37
"Zm00001eb387430","Pavement_cell_A",35,"Pavement_cell-A",3575,35,37
"Zm00001eb164780","Pavement_cell_A",36,"Pavement_cell-A",3576,36,37
"Zm00001eb174670","Pavement_cell_A",37,"Pavement_cell-A",3577,37,37
"Zm00001eb084290","Pavement_cell_N",1,"Pavement_cell-N",3578,1,53
"Zm00001eb085680","Pavement_cell_N",2,"Pavement_cell-N",3579,2,53
"Zm00001eb089740","Pavement_cell_N",3,"Pavement_cell-N",3580,3,53
"Zm00001eb096490","Pavement_cell_N",4,"Pavement_cell-N",3581,4,53
