"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","supergroup"
0,6.01222797454336,0.597,0.013,0,"28","Zm00001eb297200","sample_vari"
0,5.90717547498068,0.426,0.011,0,"28","Zm00001eb189370","sample_vari"
0,5.90344547037335,0.465,0.01,0,"28","Zm00001eb100800","sample_vari"
5.11299442341255e-226,3.38605843230708,0.651,0.043,1.17844295470812e-221,"29","Zm00001eb137380","sample_vari"
1.78701699228112e-45,2.98590517011421,0.31,0.045,4.11871676380952e-41,"29","Zm00001eb300670","sample_vari"
7.10499947516041e-85,2.95271004048724,0.587,0.089,1.63756027903497e-80,"29","Zm00001eb076260","sample_vari"
6.02115431783177e-83,2.95262157960658,0.96,0.324,1.38775564717387e-78,"29","Zm00001eb198140","sample_vari"
2.25127175543234e-77,2.93361970872509,0.984,0.487,5.18873114192047e-73,"29","Zm00001eb186570","sample_vari"
4.74488240043531e-38,2.9261239417888,0.262,0.038,1.09360049565233e-33,"29","Zm00001eb250040","sample_vari"
4.36087719287196e-103,2.69981259574874,0.706,0.105,1.00509497541313e-98,"29","Zm00001eb411520","sample_vari"
5.44020223357091e-73,2.66561760015213,0.992,0.577,1.25385781079342e-68,"29","Zm00001eb306400","sample_vari"
1.17895471221828e-68,2.51775633437581,0.857,0.281,2.7172548207207e-64,"29","Zm00001eb156190","sample_vari"
3.4377554828868e-37,2.49241857315002,0.349,0.065,7.9233388369575e-33,"29","Zm00001eb006660","sample_vari"
8.47124956359401e-320,2.55235676162065,0.523,0.125,1.95245359941715e-315,"3","Zm00001eb025690","co_meso_core"
1.64125195240464e-42,2.29286931684985,0.334,0.183,3.78275749990222e-38,"3","Zm00001eb335210","co_meso_core"
1.03599975072169e-174,2.22126076523066,0.369,0.1,2.38777222546335e-170,"3","Zm00001eb185300","co_meso_core"
1.78129679332296e-234,2.17376695648235,0.683,0.284,4.10553284925076e-230,"3","Zm00001eb229460","co_meso_core"
3.57240234122884e-188,2.06915453207206,0.623,0.257,8.23367291606423e-184,"3","Zm00001eb023070","co_meso_core"
9.92752182921184e-267,2.03993985585097,0.549,0.153,2.28809523119674e-262,"3","Zm00001eb087230","co_meso_core"
9.66292612094352e-285,2.01571892928031,0.87,0.467,2.22711121235506e-280,"3","Zm00001eb186570","co_meso_core"
0,2.00280068650424,0.832,0.311,0,"3","Zm00001eb163830","co_meso_core"
3.54587806636874e-153,1.82903180955893,0.689,0.368,8.17253976736667e-149,"3","Zm00001eb355980","co_meso_core"
2.05384009441308e-114,1.76416306237433,0.327,0.106,4.73369064960327e-110,"3","Zm00001eb324230","co_meso_core"
0,7.27939008121955,0.528,0.012,0,"30","Zm00001eb381280","sample_vari"
0,6.62371628798849,0.301,0.004,0,"30","Zm00001eb388220","sample_vari"
0,6.43650090690262,0.504,0.012,0,"30","Zm00001eb289190","sample_vari"
0,6.37263111579675,0.797,0.044,0,"30","Zm00001eb150050","sample_vari"
3.36545398085388e-300,6.28392177230762,0.252,0.004,7.75669833507201e-296,"30","Zm00001eb113200","sample_vari"
0,6.14924587519049,0.528,0.019,0,"30","Zm00001eb079530","sample_vari"
1.59314286586403e-147,6.13966952398333,0.488,0.037,3.67187567724342e-143,"30","Zm00001eb157820","sample_vari"
1.6303878095873e-278,5.89871549647988,0.276,0.005,3.7577178235368e-274,"30","Zm00001eb308650","sample_vari"
7.61211326626147e-184,5.84805076961161,0.26,0.008,1.75443986560794e-179,"30","Zm00001eb012570","sample_vari"
0,5.75785296064003,0.407,0.011,0,"30","Zm00001eb298310","sample_vari"
7.48042903330942e-119,5.22248430625574,0.778,0.09,1.72408928359715e-114,"31","Zm00001eb154550","sample_vari"
1.09254917956893e-180,5.13332640692413,0.815,0.062,2.51810734907047e-176,"31","Zm00001eb327110","sample_vari"
