"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.73862265591116e-39,0.740924414026582,0.557,0.385,4.00717749734405e-35,"5","Zm00001eb259230"
1.83426643065902e-39,0.676576389264857,0.629,0.463,4.2276172693829e-35,"5","Zm00001eb226160"
1.85434690461635e-39,0.812372809218558,0.478,0.301,4.27389874575976e-35,"5","Zm00001eb329830"
1.85470716928592e-39,0.567582314981848,0.742,0.612,4.27472908377019e-35,"5","Zm00001eb329210"
2.0655260318524e-39,0.38705527393687,0.914,0.824,4.76062439821342e-35,"5","Zm00001eb300780"
2.11299316996601e-39,0.808316903978182,0.509,0.336,4.87002665813765e-35,"5","Zm00001eb427580"
2.23338853181821e-39,0.835556049455663,0.493,0.321,5.14751388813461e-35,"5","Zm00001eb426220"
2.30148115641507e-39,0.695948642461541,0.593,0.419,5.30445376930546e-35,"5","Zm00001eb128260"
2.34555028419871e-39,0.602776019154632,0.672,0.513,5.40602429502119e-35,"5","Zm00001eb011010"
2.35751854234195e-39,0.904474564670075,0.394,0.227,5.43360873638973e-35,"5","Zm00001eb265630"
2.63636151050337e-39,1.02508978820292,0.319,0.167,6.07628600940817e-35,"5","Zm00001eb102430"
2.71768725992685e-39,0.867459762144341,0.41,0.238,6.26372559667939e-35,"5","Zm00001eb110320"
2.76226698203851e-39,0.641256818964561,0.664,0.503,6.36647294020235e-35,"5","Zm00001eb123460"
2.78004565424773e-39,0.870370726288973,0.398,0.228,6.40744922391017e-35,"5","Zm00001eb103750"
2.78441907789056e-39,0.812284601130723,0.538,0.369,6.41752909072216e-35,"5","Zm00001eb053630"
2.83162750110477e-39,0.90212521875702,0.42,0.251,6.52633506454628e-35,"5","Zm00001eb287640"
2.88530886530378e-39,0.950624027857008,0.313,0.159,6.65005987275216e-35,"5","Zm00001eb387280"
2.90623997229915e-39,1.06109416744616,0.306,0.158,6.69830188815508e-35,"5","Zm00001eb267620"
3.38050641653327e-39,0.79631207726038,0.489,0.312,7.79139118882589e-35,"5","Zm00001eb121920"
3.42143930562217e-39,0.982825692679286,0.346,0.188,7.88573331159797e-35,"5","Zm00001eb041370"
3.55732482858061e-39,0.806226256913716,0.505,0.333,8.19892226491258e-35,"5","Zm00001eb287150"
3.99732396855398e-39,0.684190919277843,0.59,0.414,9.21303228272321e-35,"5","Zm00001eb132300"
4.20435705311332e-39,0.886175298257433,0.417,0.25,9.69020213601557e-35,"5","Zm00001eb282080"
4.25349503964702e-39,0.651188763356298,0.658,0.509,9.80345536737844e-35,"5","Zm00001eb198280"
4.53830500401946e-39,0.997070757570264,0.343,0.186,1.0459885373264e-34,"5","Zm00001eb214840"
4.78404335980916e-39,0.953404333531574,0.36,0.2,1.10262631356882e-34,"5","Zm00001eb111230"
5.17190681106468e-39,0.777120076422799,0.502,0.321,1.19202108181419e-34,"5","Zm00001eb094670"
5.32188782454965e-39,1.02363528525332,0.365,0.207,1.2265887058022e-34,"5","Zm00001eb114140"
5.48672991429561e-39,0.95423169860541,0.371,0.21,1.26458151064685e-34,"5","Zm00001eb360540"
5.6645860211984e-39,0.761635211117663,0.518,0.34,1.30557378616581e-34,"5","Zm00001eb431430"
5.67071525477689e-39,0.825433207596124,0.455,0.283,1.30698645192098e-34,"5","Zm00001eb231610"
5.77450868120904e-39,0.915942188472294,0.439,0.27,1.33090876084506e-34,"5","Zm00001eb028750"
5.94630472612947e-39,1.13358910763664,0.267,0.13,1.37050431327832e-34,"5","Zm00001eb287310"
6.0212725285147e-39,0.767625568716385,0.487,0.307,1.38778289237207e-34,"5","Zm00001eb356200"
6.03471783726107e-39,0.809846763037373,0.457,0.28,1.39088176713193e-34,"5","Zm00001eb333990"
6.16482791965492e-39,0.965875737302673,0.355,0.195,1.42086953892207e-34,"5","Zm00001eb328000"
6.28999136715151e-39,1.16451967235615,0.255,0.121,1.44971721030108e-34,"5","Zm00001eb232210"
6.46778515556853e-39,0.89055702855169,0.424,0.255,1.49069512265543e-34,"5","Zm00001eb009360"
6.60628344136492e-39,0.267945118251848,0.998,0.983,1.52261620756579e-34,"5","Zm00001eb281810"
7.68718221931191e-39,0.993809938095417,0.342,0.186,1.77174175790701e-34,"5","Zm00001eb195600"
7.91953444930169e-39,0.801812795870846,0.473,0.296,1.82529429987505e-34,"5","Zm00001eb340940"
8.39708551471633e-39,0.290464516228567,0.975,0.919,1.93536026943182e-34,"5","Zm00001eb195010"
8.39830656166004e-39,0.678482560258874,0.602,0.43,1.93564169633141e-34,"5","Zm00001eb276570"
8.45181997523563e-39,0.978562362915954,0.344,0.186,1.94797546789231e-34,"5","Zm00001eb218900"
9.2165172396016e-39,1.02774835584927,0.311,0.162,2.12422289338338e-34,"5","Zm00001eb388060"
9.27823381614076e-39,0.467056637980973,0.837,0.76,2.13844732994412e-34,"5","Zm00001eb159420"
9.50984638848237e-39,0.797119816574957,0.507,0.335,2.19182939561742e-34,"5","Zm00001eb385870"
9.92282180905146e-39,1.02649973140221,0.303,0.155,2.28701197055018e-34,"5","Zm00001eb407100"
1.07113950401021e-38,0.809388315705587,0.428,0.253,2.46876232884274e-34,"5","Zm00001eb433680"
1.07865569267929e-38,0.865839760215933,0.404,0.236,2.48608564048724e-34,"5","Zm00001eb360910"
1.08762256044257e-38,0.53222162675806,0.78,0.659,2.50675247730805e-34,"5","Zm00001eb220780"
1.10069848058464e-38,0.764395850651124,0.501,0.321,2.53688985805149e-34,"5","Zm00001eb430160"
1.13781089692803e-38,0.767933929992939,0.536,0.363,2.62242655523973e-34,"5","Zm00001eb211500"
1.15863573814991e-38,0.834127806604563,0.414,0.242,2.67042364928791e-34,"5","Zm00001eb037190"
1.16987244089665e-38,0.689039761402419,0.597,0.42,2.69632200177859e-34,"5","Zm00001eb430580"
1.21574015890804e-38,0.983088391144123,0.324,0.17,2.80203791825126e-34,"5","Zm00001eb309620"
1.30447449077137e-38,0.753756828177637,0.511,0.335,3.00655280632986e-34,"5","Zm00001eb126070"
1.34111348114631e-38,1.12588063465487,0.263,0.127,3.09099835134601e-34,"5","Zm00001eb035130"
1.36241215232584e-38,0.604209757188652,0.634,0.447,3.1400875286806e-34,"5","Zm00001eb057150"
1.36328020515814e-38,1.09302542495924,0.281,0.139,3.14208821684849e-34,"5","Zm00001eb013000"
1.39210184618948e-38,0.283418082228154,0.992,0.983,3.20851633509752e-34,"5","Zm00001eb379270"
1.49196528000112e-38,0.834156320859866,0.478,0.307,3.43868157734657e-34,"5","Zm00001eb376880"
1.51986326341703e-38,1.10073200914707,0.28,0.139,3.50298084952356e-34,"5","Zm00001eb099520"
1.63500834031028e-38,0.910782785357554,0.356,0.195,3.76836722274714e-34,"5","Zm00001eb105840"
1.71970946378432e-38,0.803014871002239,0.485,0.308,3.9635863721301e-34,"5","Zm00001eb331890"
1.74815778012646e-38,1.05655918663722,0.294,0.149,4.02915405163548e-34,"5","Zm00001eb075980"
1.86294650766453e-38,1.0291671967439,0.291,0.147,4.29371911086521e-34,"5","Zm00001eb029220"
1.86732530453463e-38,0.82818527627698,0.482,0.314,4.30381136189141e-34,"5","Zm00001eb164820"
2.00386330014726e-38,0.608955985287312,0.674,0.526,4.6185041341794e-34,"5","Zm00001eb061070"
2.4826247558962e-38,0.917139693749454,0.345,0.186,5.72195353738955e-34,"5","Zm00001eb002540"
2.58622593106479e-38,0.951754538753901,0.361,0.202,5.96073352591812e-34,"5","Zm00001eb138970"
2.60358336539978e-38,0.929168350098566,0.339,0.183,6.00073894057341e-34,"5","Zm00001eb310760"
2.61142215717431e-38,0.820229438798957,0.478,0.309,6.01880578785534e-34,"5","Zm00001eb414790"
2.71697096949766e-38,1.0988892831538,0.289,0.147,6.26207469049821e-34,"5","Zm00001eb074240"
2.72328987124125e-38,0.862753817130149,0.418,0.25,6.27663849523683e-34,"5","Zm00001eb101940"
2.75254904942711e-38,0.647614438065137,0.642,0.479,6.34407504911961e-34,"5","Zm00001eb285380"
2.75392530507056e-38,0.809785101058567,0.493,0.325,6.34724704312662e-34,"5","Zm00001eb412490"
2.83601341658159e-38,1.05781998117072,0.287,0.145,6.53644372253725e-34,"5","Zm00001eb044440"
2.94742188215638e-38,0.736402628855186,0.522,0.346,6.79321795399401e-34,"5","Zm00001eb162920"
3.08606481242525e-38,0.727374559902805,0.563,0.393,7.11276217967772e-34,"5","Zm00001eb216400"
3.21205597494454e-38,0.425758045789753,0.879,0.791,7.40314661105219e-34,"5","Zm00001eb332910"
3.29977973129107e-38,0.731889863979378,0.51,0.331,7.60533232467966e-34,"5","Zm00001eb020130"
3.5312696250559e-38,0.518362799664568,0.789,0.662,8.13887023182884e-34,"5","Zm00001eb393130"
3.83825714497743e-38,0.978535309274138,0.361,0.204,8.84641506774397e-34,"5","Zm00001eb027280"
3.88318317748273e-38,0.98080763324591,0.325,0.172,8.9499605874622e-34,"5","Zm00001eb026400"
4.2958612802022e-38,0.705974634464979,0.554,0.38,9.90110107861003e-34,"5","Zm00001eb370650"
4.35307892684969e-38,0.779980432565235,0.465,0.288,1.00329763106032e-33,"5","Zm00001eb094520"
4.35478456905718e-38,0.895334699483272,0.396,0.231,1.0036907474763e-33,"5","Zm00001eb298090"
4.38510469203682e-38,1.06709597702772,0.285,0.144,1.01067892942065e-33,"5","Zm00001eb257010"
4.42940461868998e-38,0.974577805115856,0.36,0.203,1.02088917651567e-33,"5","Zm00001eb433890"
4.8898782840593e-38,0.878260860323001,0.419,0.253,1.12701914690999e-33,"5","Zm00001eb390850"
5.12561414482793e-38,0.757416368641592,0.5,0.324,1.18135154809994e-33,"5","Zm00001eb271490"
5.87923756849136e-38,0.772139012073122,0.548,0.379,1.35504667478589e-33,"5","Zm00001eb178210"
6.11461738580417e-38,0.656705180501801,0.644,0.474,1.40929701508014e-33,"5","Zm00001eb212900"
6.74086965235138e-38,0.922006648191838,0.371,0.21,1.55363563747395e-33,"5","Zm00001eb332660"
6.82535057614914e-38,0.734726545870405,0.568,0.403,1.57310680079085e-33,"5","Zm00001eb082980"
6.90481041072543e-38,0.644247808777902,0.658,0.501,1.591420703464e-33,"5","Zm00001eb339450"
7.92750200694159e-38,0.921824956149139,0.353,0.195,1.8271306625599e-33,"5","Zm00001eb229120"
8.40023545596295e-38,0.914136683686862,0.396,0.233,1.93608626789034e-33,"5","Zm00001eb291750"
8.44157208086916e-38,0.741566062519541,0.5,0.32,1.94561353319872e-33,"5","Zm00001eb005070"
8.50676094645551e-38,0.837430331007063,0.451,0.282,1.96063826293907e-33,"5","Zm00001eb408070"
1.00520084591904e-37,0.676894883612373,0.569,0.389,2.3167869096742e-33,"5","Zm00001eb403460"
1.0091131343901e-37,0.52738904223921,0.781,0.686,2.32580395214231e-33,"5","Zm00001eb026430"
1.03674432568163e-37,0.958741247664368,0.371,0.213,2.38948832183101e-33,"5","Zm00001eb190740"
1.13919256071861e-37,0.863433558494709,0.435,0.269,2.62561101394425e-33,"5","Zm00001eb044560"
1.23866710689436e-37,0.71599969905375,0.536,0.361,2.85487994797012e-33,"5","Zm00001eb428130"
1.26233042479672e-37,0.645926907371387,0.602,0.427,2.90941916307148e-33,"5","Zm00001eb396670"
1.30118734749097e-37,0.813012084250041,0.483,0.315,2.99897659849718e-33,"5","Zm00001eb036890"
1.37122803991498e-37,0.876492377603104,0.388,0.225,3.16040638639605e-33,"5","Zm00001eb193470"
1.39325506177206e-37,0.980342262756765,0.329,0.178,3.21117426637225e-33,"5","Zm00001eb044480"
1.39752865396271e-37,0.945594059602931,0.347,0.19,3.22102404165326e-33,"5","Zm00001eb062140"
1.44919824708402e-37,0.771535717842431,0.478,0.303,3.34011211987926e-33,"5","Zm00001eb111810"
1.45129198125311e-37,1.09338455125965,0.281,0.142,3.34493775839216e-33,"5","Zm00001eb318230"
1.4988254343555e-37,0.737296853429013,0.537,0.371,3.45449286110255e-33,"5","Zm00001eb155250"
1.52018428691195e-37,0.711399003283002,0.562,0.388,3.50372074447466e-33,"5","Zm00001eb064100"
1.53285209073278e-37,0.704780118407393,0.549,0.371,3.5329174987209e-33,"5","Zm00001eb217180"
1.61800472837651e-37,0.936513166423705,0.34,0.187,3.72917729796218e-33,"5","Zm00001eb093150"
1.63732992905278e-37,0.848255582991177,0.43,0.263,3.77371802048086e-33,"5","Zm00001eb123340"
1.71322381592278e-37,1.01220925965083,0.334,0.183,3.94863825093881e-33,"5","Zm00001eb097990"
1.71923808641854e-37,0.481686660578641,0.82,0.698,3.96249994157745e-33,"5","Zm00001eb222160"
1.74847403101225e-37,0.700581248454088,0.578,0.399,4.02988294667704e-33,"5","Zm00001eb108300"
1.77360308760071e-37,0.688975237810799,0.567,0.398,4.08780039630212e-33,"5","Zm00001eb348280"
1.82220725569161e-37,0.680285464935272,0.602,0.441,4.19982328291802e-33,"5","Zm00001eb122260"
1.86265070465919e-37,0.932819308206269,0.341,0.186,4.29303734409851e-33,"5","Zm00001eb080440"
1.9572865346472e-37,1.03259142468981,0.303,0.157,4.51115400505487e-33,"5","Zm00001eb285130"
2.01055034716516e-37,1.00392908307438,0.3,0.155,4.63391644014627e-33,"5","Zm00001eb195020"
2.05132451396529e-37,0.834288227742315,0.448,0.279,4.72789273978721e-33,"5","Zm00001eb084120"
2.05447414491578e-37,0.946515840575443,0.335,0.181,4.73515200920188e-33,"5","Zm00001eb295800"
2.0839325087672e-37,0.598533624758827,0.669,0.508,4.80304764620665e-33,"5","Zm00001eb010150"
2.13619282490186e-37,0.9651609394909,0.333,0.18,4.92349722283381e-33,"5","Zm00001eb404070"
2.17093305892526e-37,0.55035232754473,0.738,0.603,5.00356651421094e-33,"5","Zm00001eb121180"
2.19153128550249e-37,0.932952697172486,0.381,0.22,5.05104130682615e-33,"5","Zm00001eb250620"
2.32517108586632e-37,0.81952555029729,0.433,0.262,5.35905431870469e-33,"5","Zm00001eb317500"
2.39766896000854e-37,1.05403723009459,0.267,0.131,5.52614741902769e-33,"5","Zm00001eb195630"
2.44146285053477e-37,1.00419084394617,0.319,0.171,5.62708357791253e-33,"5","Zm00001eb232150"
2.81980340487044e-37,0.933918780066735,0.364,0.208,6.49908288754538e-33,"5","Zm00001eb121570"
3.56851450850603e-37,0.669440098708722,0.551,0.369,8.22471223920469e-33,"5","Zm00001eb103630"
3.73828161675528e-37,0.977669843136585,0.3,0.154,8.61599147029757e-33,"5","Zm00001eb430940"
3.77919954574577e-37,0.699441368423681,0.549,0.373,8.71029911303484e-33,"5","Zm00001eb302190"
3.84176070330033e-37,0.865277116732682,0.406,0.242,8.85449006896659e-33,"5","Zm00001eb402770"
3.85460542441438e-37,0.844449071819136,0.461,0.295,8.88409458219026e-33,"5","Zm00001eb013240"
4.0325746246496e-37,0.830933502792434,0.455,0.287,9.2942779948924e-33,"5","Zm00001eb064530"
4.3729115017082e-37,0.453354156125728,0.825,0.697,1.00786864291371e-32,"5","Zm00001eb310620"
4.62905677141055e-37,0.824108615887202,0.48,0.313,1.0669050046747e-32,"5","Zm00001eb283000"
4.78128008235186e-37,0.878629903398615,0.365,0.205,1.10198943338046e-32,"5","Zm00001eb125670"
4.95085830872852e-37,0.695812509343399,0.605,0.448,1.14107382299575e-32,"5","Zm00001eb281210"
5.10786415231174e-37,0.78979599467757,0.464,0.293,1.17726052982481e-32,"5","Zm00001eb226640"
5.29224669531378e-37,0.998757639790204,0.312,0.165,1.21975701833592e-32,"5","Zm00001eb206480"
5.38250768529461e-37,0.693428335384832,0.55,0.379,1.2405603713067e-32,"5","Zm00001eb353940"
5.46458851604088e-37,0.972410135934359,0.335,0.183,1.2594783611771e-32,"5","Zm00001eb098280"
6.00206233982036e-37,0.843811193202668,0.424,0.257,1.3833553280818e-32,"5","Zm00001eb024290"
6.55178580102582e-37,0.949142439381419,0.351,0.196,1.51005559142043e-32,"5","Zm00001eb405420"
6.66294295044365e-37,0.680598992152764,0.567,0.39,1.53567509121825e-32,"5","Zm00001eb057320"
6.69401558845194e-37,0.828424427121374,0.434,0.269,1.5428367128264e-32,"5","Zm00001eb076650"
6.91670391888367e-37,0.556539371904219,0.715,0.582,1.59416191922431e-32,"5","Zm00001eb363890"
7.02580586246703e-37,0.789175179709834,0.483,0.315,1.6193077351814e-32,"5","Zm00001eb282460"
7.09980058110685e-37,1.07041760705861,0.251,0.119,1.63636203793351e-32,"5","Zm00001eb280490"
7.33517593858681e-37,0.862463508387405,0.352,0.193,1.69061135032549e-32,"5","Zm00001eb400790"
7.65292314202836e-37,0.971652680050625,0.319,0.171,1.7638457257747e-32,"5","Zm00001eb327760"
7.68344621578673e-37,0.86394973981852,0.445,0.283,1.77088068381453e-32,"5","Zm00001eb131080"
8.42134171665927e-37,0.666432152518268,0.641,0.477,1.94095083885563e-32,"5","Zm00001eb194420"
8.69933945644215e-37,0.997953532459646,0.316,0.168,2.00502375792079e-32,"5","Zm00001eb007470"
8.72019915960772e-37,0.86344785952455,0.479,0.318,2.00983150230639e-32,"5","Zm00001eb173130"
8.72871958368402e-37,0.914542764725617,0.363,0.206,2.01179528964749e-32,"5","Zm00001eb238340"
9.02846571468667e-37,1.06472486272766,0.274,0.137,2.08088077792098e-32,"5","Zm00001eb322820"
9.27069291367284e-37,0.924164366055611,0.359,0.203,2.13670930274332e-32,"5","Zm00001eb246700"
1.00144375466826e-36,0.977202768739289,0.312,0.165,2.30812756575941e-32,"5","Zm00001eb062490"
1.01166351863307e-36,0.707334524737444,0.59,0.426,2.33168207774549e-32,"5","Zm00001eb095630"
1.14076461315236e-36,1.00541132721072,0.314,0.167,2.62923428039356e-32,"5","Zm00001eb434520"
1.14218564847471e-36,0.945742424194674,0.351,0.197,2.63250948260452e-32,"5","Zm00001eb318160"
1.20364877933925e-36,0.37924293339308,0.925,0.865,2.77416970662111e-32,"5","Zm00001eb274110"
1.20538585358831e-36,0.846688430185861,0.442,0.275,2.77817331535033e-32,"5","Zm00001eb312360"
1.36651212544091e-36,0.67385346892172,0.598,0.435,3.1495371467162e-32,"5","Zm00001eb111180"
1.43809373742981e-36,1.00540952962901,0.333,0.184,3.31451844602824e-32,"5","Zm00001eb116350"
1.46700168790166e-36,0.901121697945935,0.375,0.215,3.38114549027574e-32,"5","Zm00001eb434410"
1.47567276495318e-36,1.11240422009559,0.262,0.128,3.40113058866408e-32,"5","Zm00001eb413870"
1.50005765287246e-36,0.431619764948317,0.87,0.786,3.45733287834045e-32,"5","Zm00001eb126700"
1.53354082139948e-36,0.395787891720014,0.885,0.807,3.53450488516152e-32,"5","Zm00001eb258090"
1.56801418894398e-36,0.98982244004062,0.314,0.167,3.6139591026781e-32,"5","Zm00001eb140790"
1.61875098647305e-36,0.841115972996235,0.417,0.252,3.7308972736231e-32,"5","Zm00001eb086720"
1.69862908820639e-36,0.606432253916033,0.697,0.555,3.91500032249809e-32,"5","Zm00001eb400980"
1.70013221487279e-36,0.963598864119229,0.335,0.184,3.9184647288388e-32,"5","Zm00001eb078080"
1.77127726846089e-36,1.01445132071259,0.324,0.177,4.08243984834866e-32,"5","Zm00001eb327990"
1.78456865401261e-36,0.380756180315653,0.93,0.859,4.11307383376826e-32,"5","Zm00001eb002060"
1.81052754571387e-36,0.863480087717133,0.403,0.242,4.17290388736134e-32,"5","Zm00001eb287530"
2.02958749767065e-36,1.06795953507564,0.252,0.121,4.67779326463131e-32,"5","Zm00001eb041880"
2.09235130219211e-36,0.921412416769819,0.37,0.213,4.82245128129239e-32,"5","Zm00001eb418180"
2.12604165992916e-36,0.884377604147188,0.391,0.229,4.90010081780473e-32,"5","Zm00001eb173940"
2.16891190222626e-36,1.08543437123854,0.268,0.134,4.99890815225108e-32,"5","Zm00001eb018090"
2.34532070339213e-36,0.531926839821425,0.701,0.529,5.40549515717818e-32,"5","Zm00001eb332770"
2.41675644325601e-36,1.02520862521525,0.281,0.142,5.57014025041646e-32,"5","Zm00001eb149530"
2.42196233903784e-36,1.10087034905689,0.252,0.122,5.58213879901441e-32,"5","Zm00001eb400970"
2.43287403734199e-36,0.774747496075294,0.45,0.279,5.60728808126583e-32,"5","Zm00001eb420370"
2.69693878799328e-36,0.668373024722724,0.623,0.465,6.21590451856692e-32,"5","Zm00001eb386840"
2.9128669910092e-36,0.942878564227758,0.333,0.182,6.71357584087801e-32,"5","Zm00001eb073760"
3.06079826570501e-36,0.795939565210298,0.445,0.277,7.05452784279691e-32,"5","Zm00001eb070180"
3.13236153631291e-36,0.823881204703943,0.416,0.251,7.21946686889398e-32,"5","Zm00001eb384370"
3.37458449577175e-36,0.963537951797555,0.324,0.175,7.77774234585473e-32,"5","Zm00001eb048160"
3.42344516867175e-36,0.728189751512498,0.536,0.372,7.89035642475465e-32,"5","Zm00001eb396460"
3.50707073358576e-36,0.897198899362148,0.393,0.235,8.08309662676845e-32,"5","Zm00001eb001290"
3.58068528794026e-36,1.07448555399335,0.259,0.127,8.25276345164471e-32,"5","Zm00001eb297830"
3.72315729852404e-36,0.487807681405597,0.787,0.686,8.58113294163821e-32,"5","Zm00001eb163570"
4.08361004699953e-36,1.09668622399423,0.255,0.124,9.41190443632453e-32,"5","Zm00001eb199140"
4.28624640825043e-36,0.984740086852447,0.321,0.174,9.8789407217356e-32,"5","Zm00001eb376480"
4.33047729288698e-36,0.710353667803092,0.534,0.367,9.9808840646459e-32,"5","Zm00001eb392120"
4.82124936243013e-36,0.694984599211856,0.558,0.391,1.1112015530529e-31,"5","Zm00001eb146740"
5.1280127588147e-36,0.932036164592595,0.318,0.17,1.18190438065161e-31,"5","Zm00001eb080310"
5.23975767113191e-36,0.720602856593889,0.547,0.382,1.20765934804248e-31,"5","Zm00001eb337210"
5.47123945790997e-36,0.693141545792219,0.543,0.374,1.26101127025909e-31,"5","Zm00001eb408280"
5.61058587680144e-36,0.90543289010802,0.38,0.223,1.2931278328852e-31,"5","Zm00001eb143950"
6.58863635927309e-36,0.59993981505424,0.644,0.483,1.51854890808526e-31,"5","Zm00001eb232020"
6.70360478610171e-36,0.375980105726677,0.957,0.908,1.54504683110072e-31,"5","Zm00001eb069280"
7.07571334761223e-36,0.719419656820959,0.523,0.353,1.63081041235767e-31,"5","Zm00001eb297320"
7.599477941285e-36,0.908625169528157,0.369,0.212,1.75152767590737e-31,"5","Zm00001eb303360"
7.65843679544812e-36,0.659420811021581,0.582,0.411,1.76511651261488e-31,"5","Zm00001eb085860"
8.01844993743269e-36,0.933403677552163,0.348,0.195,1.84809234157949e-31,"5","Zm00001eb171180"
8.25750747471421e-36,0.638632650045132,0.639,0.49,1.90319032277213e-31,"5","Zm00001eb095330"
8.76794930976563e-36,0.968038335847061,0.324,0.176,2.02083695691478e-31,"5","Zm00001eb204030"
9.61596311483597e-36,0.829489281514532,0.451,0.288,2.21628717870739e-31,"5","Zm00001eb357900"
1.03578494723845e-35,0.880307213440146,0.376,0.217,2.38727714639518e-31,"5","Zm00001eb079940"
1.06054654343611e-35,0.753062390118073,0.508,0.342,2.44434767331155e-31,"5","Zm00001eb045520"
1.07294413147164e-35,0.875480717608228,0.402,0.243,2.47292163421584e-31,"5","Zm00001eb390960"
1.11952350662386e-35,0.934783725978649,0.368,0.214,2.58027777806667e-31,"5","Zm00001eb105710"
1.17260194961308e-35,1.00789798527733,0.327,0.181,2.70261297346822e-31,"5","Zm00001eb357760"
1.21435526727885e-35,0.900766014018976,0.388,0.231,2.79884602002429e-31,"5","Zm00001eb424450"
1.27861824889753e-35,0.815492259478307,0.408,0.244,2.94695934005904e-31,"5","Zm00001eb295460"
1.34540326607945e-35,0.747691798954441,0.508,0.342,3.10088544765991e-31,"5","Zm00001eb246940"
1.44937504111272e-35,0.697769764551985,0.574,0.418,3.34051959475659e-31,"5","Zm00001eb225790"
1.50075339350821e-35,0.958315956426766,0.338,0.188,3.45893642135771e-31,"5","Zm00001eb404310"
1.74906059202672e-35,1.00208538309069,0.302,0.16,4.03123485250319e-31,"5","Zm00001eb055860"
1.76079954834173e-35,0.556067853246368,0.707,0.569,4.05829079901803e-31,"5","Zm00001eb140890"
1.88546324949971e-35,0.3587862596144,0.947,0.897,4.34561569744694e-31,"5","Zm00001eb257200"
1.96669226347118e-35,0.99398646756118,0.31,0.166,4.53283232884837e-31,"5","Zm00001eb113470"
2.02781981349098e-35,0.963596989039163,0.305,0.161,4.67371910613402e-31,"5","Zm00001eb213320"
2.0281712975932e-35,0.376164769230895,0.902,0.839,4.67452920669281e-31,"5","Zm00001eb401690"
2.13821431302085e-35,0.72473305883088,0.525,0.354,4.92815634865045e-31,"5","Zm00001eb100620"
2.16935879329044e-35,0.876628384729862,0.376,0.219,4.99993814677581e-31,"5","Zm00001eb257970"
2.18388347430766e-35,0.420487610476075,0.841,0.768,5.03341463158431e-31,"5","Zm00001eb413580"
2.20744089373515e-35,1.04892821594837,0.287,0.15,5.08770977188078e-31,"5","Zm00001eb403920"
2.21343375909633e-35,0.581399159696844,0.682,0.538,5.10152212796522e-31,"5","Zm00001eb258320"
2.2423228843983e-35,0.995158873446649,0.312,0.168,5.1681057839612e-31,"5","Zm00001eb128570"
2.26761212406855e-35,0.960976937889834,0.364,0.213,5.22639242355319e-31,"5","Zm00001eb220930"
2.27568825015893e-35,0.700891360765113,0.511,0.337,5.24500627896631e-31,"5","Zm00001eb168670"
2.42617936355541e-35,0.835001045786095,0.429,0.267,5.59185819712251e-31,"5","Zm00001eb318720"
2.48916462792403e-35,1.12621765708399,0.257,0.128,5.7370266344393e-31,"5","Zm00001eb205210"
2.50946953287903e-35,0.727970941242451,0.533,0.37,5.78382537937959e-31,"5","Zm00001eb196520"
2.52100052728836e-35,0.886978546497117,0.378,0.222,5.81040201529421e-31,"5","Zm00001eb270110"
2.65429315279507e-35,0.880402045262578,0.36,0.206,6.11761485856207e-31,"5","Zm00001eb171100"
2.74103219605576e-35,0.41490992184556,0.873,0.806,6.31753100546932e-31,"5","Zm00001eb287550"
2.84530686413521e-35,0.978428416941503,0.355,0.207,6.55786326045884e-31,"5","Zm00001eb107720"
2.86113249385786e-35,0.510415355550727,0.758,0.629,6.59433817184359e-31,"5","Zm00001eb037330"
3.25507206682953e-35,0.698471312121211,0.554,0.387,7.5022900996287e-31,"5","Zm00001eb136130"
3.27130726900094e-35,0.620809848420679,0.649,0.493,7.53970899359336e-31,"5","Zm00001eb301310"
3.29562585654314e-35,0.881208053332599,0.372,0.217,7.59575847416063e-31,"5","Zm00001eb334280"
3.39003252051257e-35,1.03344058565306,0.301,0.161,7.81334695327736e-31,"5","Zm00001eb081250"
3.45048124793455e-35,1.09744704791818,0.257,0.127,7.95266918023956e-31,"5","Zm00001eb397860"
3.6750249037526e-35,0.573180397630936,0.691,0.55,8.47019739816899e-31,"5","Zm00001eb176930"
3.68480336689478e-35,0.736622232461781,0.502,0.331,8.49273480001909e-31,"5","Zm00001eb209340"
3.93943129676954e-35,0.718651069224583,0.575,0.421,9.07960125279443e-31,"5","Zm00001eb232960"
4.00947105878351e-35,0.894265686440037,0.362,0.209,9.24102889628424e-31,"5","Zm00001eb341260"
4.04687939315758e-35,1.08394161983951,0.305,0.165,9.32724762534958e-31,"5","Zm00001eb326020"
4.34622432184174e-35,0.869428047485969,0.379,0.222,1.00171778169808e-30,"5","Zm00001eb046700"
4.60551517321181e-35,0.642653819400209,0.613,0.46,1.06147913712186e-30,"5","Zm00001eb308380"
4.68961412882609e-35,0.891459187297131,0.394,0.237,1.08086226441184e-30,"5","Zm00001eb308990"
5.11586744112664e-35,0.782152474378118,0.47,0.307,1.17910512783087e-30,"5","Zm00001eb375670"
5.85497639275332e-35,0.917575201640185,0.351,0.2,1.34945495900179e-30,"5","Zm00001eb015560"
5.86742895772957e-35,1.07230652319984,0.267,0.135,1.35232502617751e-30,"5","Zm00001eb004190"
5.87546471171356e-35,0.761708699013961,0.484,0.318,1.35417710675574e-30,"5","Zm00001eb213160"
