gene_id,level,recovered_level,level_identical
Zm00001eb105640,9,9,TRUE
Zm00001eb195650,12,9,FALSE
Zm00001eb320600,10,9,FALSE
Zm00001eb393690,9,9,TRUE
Zm00001eb015750,11,9,FALSE
Zm00001eb415520,12,9,FALSE
Zm00001eb198470,11,9,FALSE
Zm00001eb208910,11,9,FALSE
Zm00001eb265630,12,9,FALSE
Zm00001eb141310,9,9,TRUE
Zm00001eb185290,11,9,FALSE
Zm00001eb041610,8,9,FALSE
Zm00001eb316580,9,9,TRUE
Zm00001eb280090,12,9,FALSE
Zm00001eb309360,15,9,FALSE
Zm00001eb234170,13,9,FALSE
Zm00001eb188410,9,9,TRUE
Zm00001eb323880,12,9,FALSE
Zm00001eb086280,13,9,FALSE
Zm00001eb256420,11,9,FALSE
Zm00001eb056780,12,9,FALSE
Zm00001eb093560,6,9,FALSE
Zm00001eb064730,11,9,FALSE
Zm00001eb056620,10,9,FALSE
Zm00001eb200840,11,9,FALSE
Zm00001eb011370,13,9,FALSE
Zm00001eb218120,7,9,FALSE
Zm00001eb234120,10,9,FALSE
Zm00001eb255860,9,9,TRUE
Zm00001eb317460,10,9,FALSE
Zm00001eb368640,9,9,TRUE
Zm00001eb074320,11,9,FALSE
Zm00001eb392440,10,9,FALSE
Zm00001eb281570,3,10,FALSE
Zm00001eb010770,11,10,FALSE
Zm00001eb041070,12,10,FALSE
Zm00001eb430640,12,10,FALSE
Zm00001eb257650,12,10,FALSE
Zm00001eb117560,11,10,FALSE
Zm00001eb248680,9,10,FALSE
Zm00001eb010190,12,10,FALSE
Zm00001eb093670,12,10,FALSE
Zm00001eb101630,12,10,FALSE
Zm00001eb175150,8,10,FALSE
Zm00001eb328900,11,10,FALSE
Zm00001eb430800,12,10,FALSE
Zm00001eb395640,10,10,TRUE
Zm00001eb193330,11,10,FALSE
Zm00001eb395300,11,10,FALSE
Zm00001eb399390,12,10,FALSE
Zm00001eb255520,10,10,TRUE
Zm00001eb099470,11,10,FALSE
Zm00001eb361200,11,10,FALSE
Zm00001eb040700,10,10,TRUE
Zm00001eb150360,10,10,TRUE
Zm00001eb206080,10,10,TRUE
Zm00001eb427970,12,10,FALSE
Zm00001eb056630,9,10,FALSE
Zm00001eb174990,12,10,FALSE
Zm00001eb421100,10,10,TRUE
Zm00001eb218710,11,10,FALSE
Zm00001eb202410,9,10,FALSE
Zm00001eb319350,12,10,FALSE
Zm00001eb250560,10,10,TRUE
Zm00001eb216950,10,10,TRUE
Zm00001eb317770,11,10,FALSE
Zm00001eb231040,12,10,FALSE
Zm00001eb389960,12,10,FALSE
Zm00001eb008690,6,10,FALSE
Zm00001eb215440,14,10,FALSE
Zm00001eb418630,13,10,FALSE
Zm00001eb136080,12,10,FALSE
Zm00001eb084300,11,10,FALSE
Zm00001eb434360,12,10,FALSE
Zm00001eb406610,11,10,FALSE
Zm00001eb034940,10,10,TRUE
Zm00001eb413540,12,10,FALSE
Zm00001eb176680,10,10,TRUE
Zm00001eb152420,10,10,TRUE
Zm00001eb055620,4,10,FALSE
Zm00001eb084940,10,10,TRUE
Zm00001eb229400,9,10,FALSE
Zm00001eb342580,11,10,FALSE
Zm00001eb292690,11,10,FALSE
Zm00001eb371980,11,10,FALSE
Zm00001eb136350,8,10,FALSE
Zm00001eb217350,9,10,FALSE
Zm00001eb383050,10,10,TRUE
Zm00001eb312870,10,10,TRUE
Zm00001eb069700,10,10,TRUE
Zm00001eb062130,10,10,TRUE
Zm00001eb001720,10,10,TRUE
Zm00001eb037290,10,10,TRUE
Zm00001eb282210,9,10,FALSE
Zm00001eb250580,9,10,FALSE
Zm00001eb253350,10,10,TRUE
Zm00001eb433840,11,10,FALSE
Zm00001eb182650,10,10,TRUE
Zm00001eb000470,10,10,TRUE
Zm00001eb122550,10,10,TRUE
Zm00001eb011550,10,10,TRUE
Zm00001eb060980,9,10,FALSE
Zm00001eb256290,9,10,FALSE
Zm00001eb395560,9,10,FALSE
Zm00001eb417490,9,10,FALSE
Zm00001eb266360,11,10,FALSE
Zm00001eb359740,10,10,TRUE
Zm00001eb185920,9,10,FALSE
Zm00001eb320820,8,10,FALSE
Zm00001eb370600,10,10,TRUE
Zm00001eb129520,10,10,TRUE
Zm00001eb214190,10,10,TRUE
Zm00001eb157260,10,10,TRUE
Zm00001eb169140,9,10,FALSE
Zm00001eb296830,11,10,FALSE
Zm00001eb316730,10,10,TRUE
Zm00001eb146230,10,10,TRUE
Zm00001eb299540,10,10,TRUE
Zm00001eb433050,9,10,FALSE
Zm00001eb209070,10,10,TRUE
Zm00001eb384820,10,10,TRUE
Zm00001eb288730,9,10,FALSE
Zm00001eb377500,9,10,FALSE
Zm00001eb144450,9,10,FALSE
Zm00001eb130740,10,10,TRUE
Zm00001eb168720,10,10,TRUE
Zm00001eb104640,10,10,TRUE
Zm00001eb293740,10,10,TRUE
Zm00001eb367300,10,10,TRUE
Zm00001eb039810,10,10,TRUE
Zm00001eb233310,9,10,FALSE
Zm00001eb384320,10,10,TRUE
Zm00001eb398110,9,10,FALSE
Zm00001eb153470,10,10,TRUE
Zm00001eb193550,9,10,FALSE
Zm00001eb360120,10,10,TRUE
Zm00001eb171050,9,10,FALSE
Zm00001eb395580,11,10,FALSE
Zm00001eb433430,9,10,FALSE
Zm00001eb015490,10,10,TRUE
Zm00001eb165340,10,10,TRUE
Zm00001eb041540,10,10,TRUE
Zm00001eb324600,9,10,FALSE
Zm00001eb366540,10,10,TRUE
Zm00001eb417610,9,10,FALSE
Zm00001eb252220,10,10,TRUE
Zm00001eb399180,10,10,TRUE
Zm00001eb066260,8,10,FALSE
Zm00001eb062820,9,10,FALSE
Zm00001eb190160,10,10,TRUE
Zm00001eb002010,10,10,TRUE
Zm00001eb002490,10,10,TRUE
Zm00001eb377480,10,10,TRUE
Zm00001eb204490,10,10,TRUE
Zm00001eb332030,10,10,TRUE
Zm00001eb045780,10,10,TRUE
Zm00001eb155410,10,10,TRUE
Zm00001eb332640,10,10,TRUE
Zm00001eb289480,10,10,TRUE
Zm00001eb012280,9,10,FALSE
Zm00001eb189900,10,10,TRUE
Zm00001eb187250,10,10,TRUE
Zm00001eb158520,10,10,TRUE
Zm00001eb386830,10,10,TRUE
Zm00001eb387370,10,10,TRUE
Zm00001eb213430,10,10,TRUE
Zm00001eb292790,10,10,TRUE
Zm00001eb224680,10,10,TRUE
Zm00001eb218500,10,10,TRUE
Zm00001eb328650,10,10,TRUE
Zm00001eb322390,10,10,TRUE
Zm00001eb187450,10,10,TRUE
Zm00001eb071110,10,10,TRUE
Zm00001eb384760,10,10,TRUE
Zm00001eb059920,11,10,FALSE
Zm00001eb366900,10,10,TRUE
Zm00001eb409460,10,10,TRUE
Zm00001eb023620,10,10,TRUE
Zm00001eb178160,10,10,TRUE
Zm00001eb384240,10,10,TRUE
Zm00001eb143520,10,10,TRUE
Zm00001eb379460,10,10,TRUE
Zm00001eb107900,10,10,TRUE
Zm00001eb266370,10,10,TRUE
Zm00001eb027860,10,10,TRUE
Zm00001eb186490,10,10,TRUE
Zm00001eb190120,9,10,FALSE
Zm00001eb074830,10,10,TRUE
Zm00001eb427020,10,10,TRUE
Zm00001eb397240,9,10,FALSE
Zm00001eb238140,10,10,TRUE
Zm00001eb105770,10,10,TRUE
Zm00001eb188100,10,10,TRUE
Zm00001eb149360,10,10,TRUE
Zm00001eb327140,10,10,TRUE
Zm00001eb210530,10,10,TRUE
Zm00001eb195920,10,10,TRUE
Zm00001eb346880,10,10,TRUE
Zm00001eb107800,9,10,FALSE
Zm00001eb233790,9,10,FALSE
Zm00001eb044660,10,10,TRUE
Zm00001eb216610,10,10,TRUE
Zm00001eb212120,9,10,FALSE
Zm00001eb103490,10,10,TRUE
Zm00001eb253280,8,10,FALSE
Zm00001eb181760,12,11,FALSE
Zm00001eb181510,8,11,FALSE
Zm00001eb395100,12,11,FALSE
Zm00001eb075510,12,11,FALSE
Zm00001eb265410,12,11,FALSE
Zm00001eb398190,11,11,TRUE
Zm00001eb061930,11,11,TRUE
Zm00001eb247330,11,11,TRUE
Zm00001eb273390,12,11,FALSE
Zm00001eb073010,12,11,FALSE
Zm00001eb181970,9,11,FALSE
Zm00001eb265240,11,11,TRUE
Zm00001eb326020,12,11,FALSE
Zm00001eb053560,13,11,FALSE
Zm00001eb147220,13,11,FALSE
Zm00001eb232000,12,11,FALSE
Zm00001eb102780,11,11,TRUE
Zm00001eb110370,10,11,FALSE
Zm00001eb300360,12,11,FALSE
Zm00001eb064880,12,11,FALSE
Zm00001eb408080,12,11,FALSE
Zm00001eb036040,12,11,FALSE
Zm00001eb254860,12,11,FALSE
Zm00001eb281290,11,11,TRUE
Zm00001eb311960,12,11,FALSE
Zm00001eb241300,12,11,FALSE
Zm00001eb242480,12,11,FALSE
Zm00001eb122740,11,11,TRUE
Zm00001eb415660,11,11,TRUE
Zm00001eb386770,11,11,TRUE
Zm00001eb101420,12,11,FALSE
Zm00001eb325550,12,11,FALSE
Zm00001eb080570,10,11,FALSE
Zm00001eb268180,11,11,TRUE
Zm00001eb364360,12,11,FALSE
Zm00001eb189080,11,11,TRUE
Zm00001eb365340,11,11,TRUE
Zm00001eb041890,12,11,FALSE
Zm00001eb338940,10,11,FALSE
Zm00001eb193920,11,11,TRUE
Zm00001eb084180,10,11,FALSE
Zm00001eb388180,11,11,TRUE
Zm00001eb146650,11,11,TRUE
Zm00001eb407530,12,11,FALSE
Zm00001eb222650,12,11,FALSE
Zm00001eb423330,12,11,FALSE
Zm00001eb054670,12,11,FALSE
Zm00001eb179590,12,11,FALSE
Zm00001eb143080,12,11,FALSE
Zm00001eb157620,12,11,FALSE
Zm00001eb087050,10,11,FALSE
Zm00001eb406660,11,11,TRUE
Zm00001eb018020,10,11,FALSE
Zm00001eb371070,10,11,FALSE
Zm00001eb020740,10,11,FALSE
Zm00001eb279090,11,11,TRUE
Zm00001eb309590,11,11,TRUE
Zm00001eb107170,9,11,FALSE
Zm00001eb145580,10,11,FALSE
Zm00001eb275490,11,11,TRUE
Zm00001eb407990,10,11,FALSE
Zm00001eb050760,10,11,FALSE
Zm00001eb237340,11,11,TRUE
Zm00001eb058370,8,11,FALSE
Zm00001eb108240,12,11,FALSE
Zm00001eb384950,8,11,FALSE
Zm00001eb310270,10,11,FALSE
Zm00001eb150140,10,11,FALSE
Zm00001eb353230,10,11,FALSE
Zm00001eb410950,11,11,TRUE
Zm00001eb148190,10,11,FALSE
Zm00001eb073560,10,11,FALSE
Zm00001eb192920,10,11,FALSE
Zm00001eb188460,11,11,TRUE
Zm00001eb240740,11,11,TRUE
Zm00001eb075300,11,11,TRUE
Zm00001eb328570,12,11,FALSE
Zm00001eb231360,11,11,TRUE
Zm00001eb250390,11,11,TRUE
Zm00001eb372610,11,11,TRUE
Zm00001eb428830,10,11,FALSE
Zm00001eb250760,11,11,TRUE
Zm00001eb424710,10,11,FALSE
Zm00001eb118900,10,11,FALSE
Zm00001eb168870,11,11,TRUE
Zm00001eb068530,10,11,FALSE
Zm00001eb172290,10,11,FALSE
Zm00001eb255970,10,11,FALSE
Zm00001eb233420,10,11,FALSE
Zm00001eb037480,11,11,TRUE
Zm00001eb266750,11,11,TRUE
Zm00001eb066640,10,11,FALSE
Zm00001eb432100,10,11,FALSE
Zm00001eb152630,11,11,TRUE
Zm00001eb319090,10,11,FALSE
Zm00001eb226740,10,11,FALSE
Zm00001eb027720,11,11,TRUE
Zm00001eb074460,10,11,FALSE
Zm00001eb320470,10,11,FALSE
Zm00001eb208150,10,11,FALSE
Zm00001eb273840,11,11,TRUE
Zm00001eb429830,11,11,TRUE
Zm00001eb001990,10,11,FALSE
Zm00001eb024330,10,11,FALSE
Zm00001eb002830,11,11,TRUE
Zm00001eb193670,10,11,FALSE
Zm00001eb364850,11,11,TRUE
Zm00001eb174000,12,11,FALSE
Zm00001eb050790,11,11,TRUE
Zm00001eb071590,9,11,FALSE
Zm00001eb051350,10,11,FALSE
Zm00001eb148290,10,11,FALSE
Zm00001eb064180,12,11,FALSE
Zm00001eb246520,11,11,TRUE
Zm00001eb134520,11,11,TRUE
Zm00001eb273540,11,11,TRUE
Zm00001eb184110,11,11,TRUE
Zm00001eb238570,10,11,FALSE
Zm00001eb283990,10,11,FALSE
Zm00001eb028430,10,11,FALSE
Zm00001eb349450,10,11,FALSE
Zm00001eb086370,10,11,FALSE
Zm00001eb158610,10,11,FALSE
Zm00001eb259650,10,11,FALSE
Zm00001eb136460,10,11,FALSE
Zm00001eb183160,11,11,TRUE
Zm00001eb337530,11,11,TRUE
Zm00001eb330910,11,11,TRUE
Zm00001eb390330,10,11,FALSE
Zm00001eb136980,9,11,FALSE
Zm00001eb310260,10,11,FALSE
Zm00001eb200970,10,11,FALSE
Zm00001eb073830,11,11,TRUE
Zm00001eb146690,10,11,FALSE
Zm00001eb033570,10,11,FALSE
Zm00001eb120740,10,11,FALSE
Zm00001eb301170,10,11,FALSE
Zm00001eb155280,10,11,FALSE
Zm00001eb153520,9,11,FALSE
Zm00001eb355710,11,11,TRUE
Zm00001eb011070,11,11,TRUE
Zm00001eb273020,9,11,FALSE
Zm00001eb399830,10,11,FALSE
Zm00001eb161460,11,11,TRUE
Zm00001eb324750,10,11,FALSE
Zm00001eb249840,10,11,FALSE
Zm00001eb259370,11,11,TRUE
Zm00001eb117090,11,11,TRUE
Zm00001eb362240,11,11,TRUE
Zm00001eb017630,10,11,FALSE
Zm00001eb319590,11,11,TRUE
Zm00001eb359300,12,11,FALSE
Zm00001eb415010,10,11,FALSE
Zm00001eb387280,11,11,TRUE
Zm00001eb001630,12,11,FALSE
Zm00001eb284010,12,11,FALSE
Zm00001eb031700,10,11,FALSE
Zm00001eb067740,11,11,TRUE
Zm00001eb243730,11,11,TRUE
Zm00001eb064860,10,11,FALSE
Zm00001eb170920,11,11,TRUE
Zm00001eb291140,11,11,TRUE
Zm00001eb302890,12,11,FALSE
Zm00001eb370470,10,11,FALSE
Zm00001eb075170,11,11,TRUE
Zm00001eb245030,12,11,FALSE
Zm00001eb374110,9,11,FALSE
Zm00001eb040160,12,11,FALSE
Zm00001eb187260,10,11,FALSE
Zm00001eb073550,12,11,FALSE
Zm00001eb163520,10,11,FALSE
Zm00001eb271520,12,11,FALSE
Zm00001eb219990,4,11,FALSE
Zm00001eb065440,10,11,FALSE
Zm00001eb071780,11,11,TRUE
Zm00001eb195490,10,11,FALSE
Zm00001eb249470,12,11,FALSE
Zm00001eb199430,12,11,FALSE
Zm00001eb234870,12,11,FALSE
Zm00001eb024300,13,11,FALSE
Zm00001eb101350,12,11,FALSE
Zm00001eb273570,11,11,TRUE
Zm00001eb318060,13,11,FALSE
Zm00001eb154070,11,11,TRUE
Zm00001eb006680,12,11,FALSE
Zm00001eb006700,12,11,FALSE
Zm00001eb389660,9,11,FALSE
Zm00001eb037530,12,11,FALSE
Zm00001eb164360,3,11,FALSE
Zm00001eb397720,8,11,FALSE
Zm00001eb187310,10,11,FALSE
Zm00001eb135910,10,11,FALSE
Zm00001eb227200,10,11,FALSE
Zm00001eb294560,15,12,FALSE
Zm00001eb335680,13,12,FALSE
Zm00001eb288080,12,12,TRUE
Zm00001eb296340,11,12,FALSE
Zm00001eb153330,11,12,FALSE
Zm00001eb333460,11,12,FALSE
Zm00001eb160100,9,12,FALSE
Zm00001eb056050,10,12,FALSE
Zm00001eb192430,12,12,TRUE
Zm00001eb409800,12,12,TRUE
Zm00001eb428070,11,12,FALSE
Zm00001eb016100,11,12,FALSE
Zm00001eb295830,10,12,FALSE
Zm00001eb054480,10,12,FALSE
Zm00001eb320950,11,12,FALSE
Zm00001eb348760,9,12,FALSE
Zm00001eb068520,12,12,TRUE
Zm00001eb187120,12,12,TRUE
Zm00001eb234270,10,12,FALSE
Zm00001eb038010,11,12,FALSE
Zm00001eb256690,11,12,FALSE
Zm00001eb109820,10,12,FALSE
Zm00001eb364110,12,12,TRUE
Zm00001eb371000,12,12,TRUE
Zm00001eb333350,12,12,TRUE
Zm00001eb149820,10,12,FALSE
Zm00001eb246270,10,12,FALSE
Zm00001eb319530,1,12,FALSE
Zm00001eb372360,11,12,FALSE
Zm00001eb261760,11,12,FALSE
Zm00001eb406520,12,12,TRUE
Zm00001eb393510,12,12,TRUE
Zm00001eb270930,12,12,TRUE
Zm00001eb335200,10,12,FALSE
Zm00001eb030990,12,12,TRUE
Zm00001eb081720,11,12,FALSE
Zm00001eb257810,12,12,TRUE
Zm00001eb363940,12,12,TRUE
Zm00001eb176840,3,12,FALSE
Zm00001eb336820,12,12,TRUE
Zm00001eb206360,11,12,FALSE
Zm00001eb393300,11,12,FALSE
Zm00001eb023210,11,12,FALSE
Zm00001eb102540,11,12,FALSE
Zm00001eb350280,10,12,FALSE
Zm00001eb296640,11,12,FALSE
Zm00001eb330490,11,12,FALSE
Zm00001eb379340,11,12,FALSE
Zm00001eb274210,9,12,FALSE
Zm00001eb293840,11,12,FALSE
Zm00001eb175540,12,12,TRUE
Zm00001eb129860,10,12,FALSE
Zm00001eb215560,12,12,TRUE
Zm00001eb099980,11,12,FALSE
Zm00001eb009170,12,12,TRUE
Zm00001eb122050,12,12,TRUE
Zm00001eb107910,10,12,FALSE
Zm00001eb344600,11,12,FALSE
Zm00001eb009140,10,12,FALSE
Zm00001eb317890,12,12,TRUE
Zm00001eb063390,11,12,FALSE
Zm00001eb151260,12,12,TRUE
Zm00001eb156040,11,12,FALSE
Zm00001eb029220,11,12,FALSE
Zm00001eb374760,11,12,FALSE
Zm00001eb433460,11,12,FALSE
Zm00001eb010280,11,12,FALSE
Zm00001eb349820,10,12,FALSE
Zm00001eb193180,12,12,TRUE
Zm00001eb023780,12,12,TRUE
Zm00001eb344160,12,12,TRUE
Zm00001eb285760,10,12,FALSE
Zm00001eb136720,11,12,FALSE
Zm00001eb020850,11,12,FALSE
Zm00001eb028820,12,12,TRUE
Zm00001eb063930,2,12,FALSE
Zm00001eb136130,11,12,FALSE
Zm00001eb063940,11,12,FALSE
Zm00001eb313510,10,12,FALSE
Zm00001eb011300,10,12,FALSE
Zm00001eb171140,10,12,FALSE
Zm00001eb278680,12,12,TRUE
Zm00001eb051310,13,12,FALSE
Zm00001eb288970,12,12,TRUE
Zm00001eb185160,11,12,FALSE
Zm00001eb314630,10,12,FALSE
Zm00001eb174220,11,12,FALSE
Zm00001eb348560,12,12,TRUE
Zm00001eb150010,11,12,FALSE
Zm00001eb070890,12,12,TRUE
Zm00001eb293010,12,12,TRUE
Zm00001eb011560,10,12,FALSE
Zm00001eb037440,11,12,FALSE
Zm00001eb356430,10,12,FALSE
Zm00001eb175500,12,13,FALSE
Zm00001eb103370,10,13,FALSE
Zm00001eb268690,11,13,FALSE
Zm00001eb121610,14,13,FALSE
Zm00001eb294830,11,13,FALSE
Zm00001eb168040,10,13,FALSE
Zm00001eb312120,12,13,FALSE
Zm00001eb416800,11,13,FALSE
Zm00001eb082700,11,13,FALSE
Zm00001eb003470,12,13,FALSE
Zm00001eb288360,11,13,FALSE
